"",A,B,C,D,F,I,S,U,V,W Aver. Total
Industrial & Systems Engr - ISYE 9000 SWA,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 THO,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 TOR,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 TOV,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 VEN,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 VID,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 WHI,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 WUC,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 XIE,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 ZHA,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 ZOE,,,,,,,2,,,2
Industrial Design - ID 2202 A,66,16,4,,1,,8,,,2 3.68 97
Industrial Design - ID 2202 QUP,76,16,3,,,,2,,,2 3.77 99
Industrial Design - ID 2401 A,20,,,,,,,,,1 4.00 21
Industrial Design - ID 3103 A,6,,1,1,1,,,,,3.00 9
Industrial Design - ID 3103 QUP,11,4,,,,,1,,,3.73 16
Industrial Design - ID 4833 ATD,3,,,,,,,,,4.00 3
Industrial Design - ID 6400 KDS,1,,,,,,,,,4.00 1
Industrial Design - ID 7000 MES,,,,,,,1,,,1
Industrial Design - ID 8900 DZC,1,,,,,,,,,4.00 1
Int'l Plan Intern Abroad - IPIN 3011 RM,,,,,,,,,13,13
Int'l Plan-Study Abroad - IPSA 3012 A,,,,,,,,,34,34
Int'l Plan-Study Abroad - IPSA 3012 B,,,,,,,,,1,1
International Affairs - INTA 1200 LS,2,3,1,,,,1,,,3.17 7
International Affairs - INTA 1200 SF,5,10,1,,,,,,,3.25 16
International Affairs - INTA 2100 A,78,12,4,,,,7,,,5 3.79 106
International Affairs - INTA 2220 RVA,21,2,,,,,,,,3.91 23
International Affairs - INTA 2221 A,12,1,1,,,,1,,1,3.79 16
International Affairs - INTA 2803 RBE,14,,,,,,,,,4.00 14
International Affairs - INTA 2903 RBE,1,,,,,,,,,4.00 1
International Affairs - INTA 3101 RSA,7,3,,,,,,,,3.70 10
International Affairs - INTA 3110 A,6,6,4,,,,,,,1 3.13 17
International Affairs - INTA 3131 RSA,9,1,,,,,,,,3.90 10
International Affairs - INTA 3303 RVA,10,,,,,,,,,4.00 10
International Affairs - INTA 3321 RVA,9,2,,,,,,,,3.82 11
International Affairs - INTA 4050 RMP,4,1,,,,,,,,3.80 5
International Affairs - INTA 4050 RMP,A,B,C,D,F,I,S,U,V,W Aver. Total
International Affairs - INTA 4050 RSA,10,,,,,,,,,4.00 10
International Affairs - INTA 4121 RBE,12,2,,,,,,,,3.86 14
International Affairs - INTA 4230 RBE,14,,,,,,,,,4.00 14
International Affairs - INTA 4699 MS,1,,,,,,,,,4.00 1
International Affairs - INTA 4803 RMP,3,2,,,,,,,,3.60 5
International Affairs - INTA 4833 RBE,14,,,,,,,,,4.00 14
International Affairs - INTA 6105 RSA,3,,,,,,,,,4.00 3
International Affairs - INTA 6121 RBE,1,,,,,,,,,4.00 1
International Affairs - INTA 6131 RSA,2,,,,,,1,,,4.00 3
International Affairs - INTA 6320 RBE,2,,,,,,,,,4.00 2
International Affairs - INTA 6753 RMP,3,,,,,,,,,4.00 3
International Affairs - INTA 6753 RSA,3,,,,,,,,,4.00 3
International Affairs - INTA 8803 RMP,3,,,,,,,,,4.00 3
International Affairs - INTA 8813 MS,2,2,,,,,1,,,1 3.50 6
International Affairs - INTA 8813 RBE,2,,,,,,,,,4.00 2
International Affairs - INTA 8833 RSA,3,,,,,,,,,4.00 3
International Affairs - INTA 8903 CB1,1,,,,,,,,,4.00 1
International Affairs - INTA 8903 CB2,1,,,,,,,,,4.00 1
International Affairs - INTA 8903 CV,1,,,,,,,,,4.00 1
International Affairs - INTA 9000 MK,,,,,,,1,,,1
International Affairs - INTA 9000 PB,,,,,,,1,,,1
International Affairs - INTA 9000 SG,,,,,,,1,,,1
Internship - INTN 2000 DL,,,,,,,,,4,4
Internship - INTN 2000 ED,,,,,,,,,22,22
Internship - INTN 2000 KH,,,,,,,,,17,17
Internship - INTN 2000 RR,,,,,,,,,5,5
Internship - INTN 2000 SA,,,,,,,,,9,9
Internship - INTN 2000 TP,,,,,,,,,3,3
Internship - INTN 2000 WT,,,,,,,,,4,4
Internship - INTN 2006 KH,,,,,,,,,1,1
Internship - INTN 2006 RR,,,,,,,,,1,1
Internship - INTN 2009 KH,,,,,,,,,1,1
Internship - INTN 2009 WT,,,,,,,,,1,1
Internship - INTN 3011 JE,,,,,,,,,33,33
Internship - INTN 3016 JE,,,,,,,,,10,10
Internship - INTN 3019 JE,,,,,,,,,5,5
Internship - INTN 4000 DL,,,,,,,,,58,58
Internship - INTN 4000 ED,,,,,,,,,110,110
Internship - INTN 4000 KH,,,,,,,,,123,123
Internship - INTN 4000 RR,,,,,,,,,98,98
Internship - INTN 4000 SA,,,,,,,,,69,69
Internship - INTN 4000 TP,,,,,,,,,78,1 79
Internship - INTN 4000 WT,,,,,,,,,37,37
Internship - INTN 4006 DL,,,,,,,,,23,23
Internship - INTN 4006 ED,,,,,,,,,5,5
Internship - INTN 4006 KH,,,,,,,,,9,9
Internship - INTN 4006 RR,,,,,,,,,1,1
Internship - INTN 4006 SA,,,,,,,,,1,1
Internship - INTN 4006 TP,,,,,,,,,3,3
Internship - INTN 4006 WT,,,,,,,,,5,5
Internship - INTN 4009 DL,,,,,,,,,1,1
Internship - INTN 4009 ED,,,,,,,,,1,1
Internship - INTN 4009 KH,,,,,,,,,2,2
Internship - INTN 4009 RR,,,,,,,,,2,2
Internship - INTN 4009 TP,,,,,,,,,1,1
Internship - INTN 4009 WT,,,,,,,,,1,1
Intl Executive MBA - IMBA 6061 A,53,2,2,,,,,,,3.89 57
Intl Executive MBA - IMBA 6061 B,57,7,,,,,,,,3.89 64
Intl Executive MBA - IMBA 6061 B,A,B,C,D,F,I,S,U,V,W Aver. Total
Intl Executive MBA - IMBA 6081 A,54,2,,,,,,,,3.96 56
Intl Executive MBA - IMBA 6081 B,58,6,,,,,,,,3.91 64
Intl Executive MBA - IMBA 6250 A,57,,,,,,,,,4.00 57
Intl Executive MBA - IMBA 6411 A,57,,,,,,,,,4.00 57
Japanese - JAPN 1001 U,,,,1,,,,,,1.00 1
Japanese - JAPN 1001 UA,,1,1,,,,2,,,2.50 4
Japanese - JAPN 1002 UA,2,2,1,,,,,,,3.20 5
Japanese - JAPN 2001 UA,4,1,,,,,,,,1 3.80 6
Japanese - JAPN 2002 UA,4,,1,,,,,,,3.60 5
Japanese - JAPN 3691 RJP,12,2,,,,,,,,3.86 14
Japanese - JAPN 3692 RJP,9,5,,,,,,,,3.64 14
Japanese - JAPN 3693 RJP,14,,,,,,,,,4.00 14
Japanese - JAPN 3813 RJP,7,3,,,,,,,,3.70 10
Korean - KOR 1001 B,4,,,,,,,,,4.00 4
Korean - KOR 1002 B,6,,,,1,,,,,3.43 7
Korean - KOR 2813 B,7,1,,,,,,,,3.88 8
Korean - KOR 2823 C,7,1,,,,,,,,3.88 8
Korean - KOR 3691 RKO,6,,,,,,,,,4.00 6
Korean - KOR 3692 RKO,6,,,,,,,,,4.00 6
Korean - KOR 3693 RKO,14,,,,,,,,,4.00 14
Linguistics - LING 2100 E,10,,,,,,,,,4.00 10
"Literature, Media & Comm - LMC 2500 LS",15,13,2,,,,,,,4 3.43 34
"Literature, Media & Comm - LMC 2661 A",,,,,,,5,,,5 10
"Literature, Media & Comm - LMC 3112 RMZ",37,,,,,,,,,4.00 37
"Literature, Media & Comm - LMC 3202 LS",13,9,2,1,1,,,,,3 3.23 29
"Literature, Media & Comm - LMC 3206 LS",16,6,1,2,,,,,,3.44 25
"Literature, Media & Comm - LMC 3212 JC",,1,,,,,,,,3.00 1
"Literature, Media & Comm - LMC 3214 LS1",9,1,,,,,,,,3.90 10
"Literature, Media & Comm - LMC 3214 QUP",8,4,,,,,,,,3.67 12
"Literature, Media & Comm - LMC 3219 ROX",13,4,,,,,,,,3.76 17
"Literature, Media & Comm - LMC 3226 LS",8,1,,,,,,,,3.89 9
"Literature, Media & Comm - LMC 3234 LS",6,,3,,,,,,,3.33 9
"Literature, Media & Comm - LMC 3254 LS",3,6,,,1,,,,,1 3.00 11
"Literature, Media & Comm - LMC 3308 ROX",11,,,,,,,,,4.00 11
"Literature, Media & Comm - LMC 3314 LS",4,3,2,,,,,,,3.22 9
"Literature, Media & Comm - LMC 3316 LS",3,1,,,,,,,,1 3.75 5
"Literature, Media & Comm - LMC 3318 RMZ",37,1,,,,,,,,3.97 38
"Literature, Media & Comm - LMC 3403 LS",5,7,2,,1,,,,,3.00 15
"Literature, Media & Comm - LMC 3403 LS2",11,8,3,,,,,,,3.36 22
"Literature, Media & Comm - LMC 3406 LS1",11,,,,,,,,,2 4.00 13
"Literature, Media & Comm - LMC 3431 JIA",14,,,,,,,,,4.00 14
"Literature, Media & Comm - LMC 3432 JDA",24,,,,,,,,,4.00 24
"Literature, Media & Comm - LMC 3506 LS",10,4,,,,,,,,3.71 14
"Literature, Media & Comm - LMC 3518 RCH",21,,,,,,,,,4.00 21
"Literature, Media & Comm - LMC 3843 JT",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 4698 A",,,,,,,,,1,1
"Literature, Media & Comm - LMC 4698 LK",,,,,,,,,1,1
"Literature, Media & Comm - LMC 4701 A",10,,,,,,,,,4.00 10
"Literature, Media & Comm - LMC 4702 B",2,,,,,,,,,1 4.00 3
"Literature, Media & Comm - LMC 4904 A",,,,,,,3,,,3
"Literature, Media & Comm - LMC 6998 JM",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 7000 MN",,,,,,,1,,,1
"Literature, Media & Comm - LMC 7999 MN",,,,,,,2,,,2
"Literature, Media & Comm - LMC 8910 JM",2,,,,,,,,,4.00 2
"Literature, Media & Comm - LMC 8998 MN",,,,,,,,,6,6
"Literature, Media & Comm - LMC 8999 MN",,,,,,,3,,,3
"Literature, Media & Comm - LMC 9000 MN",,,,,,,1,,,1
Management - MGT 2106 ES,2,3,,,,,,,,3.40 5
Management - MGT 2106 ES,A,B,C,D,F,I,S,U,V,W Aver. Total
Management - MGT 2200 A,6,13,5,2,,,,,,4 2.88 30
Management - MGT 2250 A,17,12,3,2,,,,,,2 3.29 36
Management - MGT 2251 ES,11,12,4,,,,,,,3.26 27
Management - MGT 2599 TSA,,,,,,,1,,,1
Management - MGT 3062 ES,20,19,3,2,,,,,,3.30 44
Management - MGT 3076 LS,5,3,1,,,,,,,4 3.44 13
Management - MGT 3101 LS,34,8,2,,,,,,,3 3.73 47
Management - MGT 3102 ES,6,5,2,,,,,,,1 3.31 14
Management - MGT 3150 TSA,9,6,1,,,,,,,3.50 16
Management - MGT 3300 ES,15,4,,,,,,,,1 3.79 20
Management - MGT 3300 LS,19,5,3,1,1,,,,,1 3.38 30
Management - MGT 3300 R,16,10,2,,,,,,,3.50 28
Management - MGT 3310 LS,12,4,,,,,1,,,3.75 17
Management - MGT 3501 ES,20,15,3,,,,,,,1 3.45 39
Management - MGT 3599 LS,28,1,3,,,,,,,1 3.78 33
Management - MGT 3660 ES,21,12,7,2,,,,,,2 3.24 44
Management - MGT 3660 R1,15,3,,,,,,,,3.83 18
Management - MGT 3660 R2,9,1,,,,,,,,3.90 10
Management - MGT 3662 R,12,,,,,,,,,4.00 12
Management - MGT 4047 ES,5,1,,,,,,,,1 3.83 7
Management - MGT 4102 A,6,6,,,,,,,,3.50 12
Management - MGT 4191 R,18,,,,,,,,,4.00 18
Management - MGT 4192 R,2,,,,,,,,,4.00 2
Management - MGT 4195 A,11,13,5,,,,,,,3.21 29
Management - MGT 4195 IP,2,,,,,,,,,4.00 2
Management - MGT 4311 ES,10,5,1,,,,,,,1 3.56 17
Management - MGT 4311 R,11,1,,,,,,,,3.92 12
Management - MGT 4599 A,,,,,,,1,,,1
Management - MGT 4611 R,19,1,,,,,,,,3.95 20
Management - MGT 4803 A,5,3,2,2,1,,,1,,1 2.69 15
Management - MGT 4803 R,20,,,,,,,,,4.00 20
Management - MGT 4803 R1,6,1,,,,,,,,3.86 7
Management - MGT 4803 R2,2,1,,,,,,,,3.67 3
Management - MGT 4910 A,1,,,,,,,,,4.00 1
Management - MGT 4910 B,1,,,,,,,,,4.00 1
Management - MGT 4910 C,,1,,,,,,,,3.00 1
Management - MGT 4910 D,,1,,,,,,,,3.00 1
Management - MGT 4910 TS1,2,,,,,,,,,4.00 2
Management - MGT 4910 TS2,6,,,,,,,,,4.00 6
Management - MGT 4911 TS1,8,,,,,,,,,4.00 8
Management - MGT 4912 TS1,2,,,,,,,,,4.00 2
Management - MGT 6030 EM,18,,,,,,,,,4.00 18
Management - MGT 6045 EM,11,,,,,,,,,4.00 11
Management - MGT 6047 EM,,1,,,,,,,,3.00 1
Management - MGT 6047 ES,1,1,,,,,,,,3.50 2
Management - MGT 6082 EMA,31,18,,,,,3,,,3.63 52
Management - MGT 6086 EMA,38,1,,,,,1,,,3.97 40
Management - MGT 6090 EM,11,3,,,,,2,,,3.79 16
Management - MGT 6106 EMA,17,8,,,,,,,,3.68 25
Management - MGT 6111 EM,26,1,,,,,,,,3.96 27
Management - MGT 6113 A,2,,,,,,,,,4.00 2
Management - MGT 6113 EM,13,,,,,,,,,4.00 13
Management - MGT 6128 EM,,,1,,,,,,,2.00 1
Management - MGT 6185 A,1,,,,,,,,,4.00 1
Management - MGT 6185 EM,10,,,,,,1,,,4.00 11
Management - MGT 6190 A,,,,,,,1,,,1
Management - MGT 6190 EM,19,5,,,,,1,,,1 3.79 26
Management - MGT 6308 EMA,23,2,,,,,2,,,3.92 27
Management - MGT 6308 EMA,A,B,C,D,F,I,S,U,V,W Aver. Total
Management - MGT 6335 A,1,,,,,,,,,4.00 1
Management - MGT 6335 EM,11,1,1,,,,,,,3.77 13
Management - MGT 6360 EM,17,4,,,,,4,,,3.81 25
Management - MGT 6450 A,1,,,,,,,,,4.00 1
Management - MGT 6450 EM,9,,,,,,,,,4.00 9
Management - MGT 6501 EMA,28,6,2,,,,,,,3.72 36
Management - MGT 6501 EMB,21,6,1,,,,,,,3.71 28
Management - MGT 6502 EMA,39,2,,,,,,,,3.95 41
Management - MGT 6502 EMB,35,5,,,,,,,,3.88 40
Management - MGT 6503 EMA,38,9,1,,,,,,,3.77 48
Management - MGT 6503 EMB,30,9,,,,,,,,3.77 39
Management - MGT 6504 EMA,37,4,,,,,,,,3.90 41
Management - MGT 6504 EMB,16,4,1,,,,,,,3.71 21
Management - MGT 6507 EM1,,,,,,,12,,,12
Management - MGT 6507 EM2,,,,,,,12,,,12
Management - MGT 6507 EM3,,,,,,,11,,,11
Management - MGT 6507 EM4,,,,,,,11,,,1 12
Management - MGT 6507 EM5,,,,,,,12,,,12
Management - MGT 6507 EM6,,,,,,,12,,,12
Management - MGT 6508 EMA,22,75,,,,,,,,3.23 97
Management - MGT 6509 EMA,30,20,3,,,,,,,1 3.51 54
Management - MGT 6509 EMB,24,21,8,1,,,,,,1 3.26 55
Management - MGT 6748 A,7,,,,,,,,,4.00 7
Management - MGT 6772 A,1,,,,,,,,,4.00 1
Management - MGT 6772 EM,11,3,1,,,,,,,3.67 15
Management - MGT 8803 EMA,20,,,,,,,,,4.00 20
Management - MGT 8903 A,2,,,,,,,,,4.00 2
Management - MGT 8903 B,,,,,1,,,,,0.00 1
Management - MGT 8903 DR1,1,,,,,,,,,4.00 1
Management - MGT 8903 DR2,1,,,,,,,,,4.00 1
Management - MGT 8903 DRA,1,,,,,,,,,4.00 1
Management - MGT 8903 DRB,2,,,,,,,,,4.00 2
Management - MGT 8903 DRC,1,,,,,,3,,,4.00 4
Management - MGT 8903 DRD,,,,,,,2,,,2
Management - MGT 8903 DRE,1,,,,,,,,,4.00 1
Management - MGT 8903 DRF,,,,,,,5,,,5
Management - MGT 8903 DRG,,,,,,,2,,,2
Management - MGT 8903 DRI,,,,,,,2,,,2
Management - MGT 8903 DRK,,,,,,,1,,,1
Management - MGT 8903 DRL,2,,,,,,,,,4.00 2
Management - MGT 8903 DRP,1,,,,,,,,,4.00 1
Management - MGT 8903 DRQ,2,,,,,,,,,4.00 2
Management - MGT 8903 DRR,,,,,,,1,,,1
Management - MGT 8903 DRS,,,,,,,1,,,1
Management - MGT 8903 DRU,,,,,,,1,,,1
Management - MGT 8903 DRV,1,,,,,,,,,4.00 1
Management - MGT 8903 DRW,1,,,,,,,,,4.00 1
Management - MGT 8903 DRX,1,,,,,,,,,4.00 1
Management - MGT 8903 DRY,,,,,,,1,,,1
Management - MGT 8903 DRZ,,,,,,,1,,,1
Management - MGT 8903 DST,,,,,,,3,,,3
Management - MGT 8903 EM1,1,,,,,,,,,4.00 1
Management - MGT 8903 EM2,,,,,,,1,,,1
Management - MGT 8903 EM3,1,,,,,,,,,4.00 1
Management - MGT 8903 EM4,1,,,,,,,,,4.00 1
Management - MGT 8903 EM5,1,,,,,,,,,4.00 1
Management - MGT 8903 EMA,1,,,,,,,,,4.00 1
Management - MGT 8903 EMB,1,,,,,,,,,4.00 1
Management - MGT 8903 EMB,A,B,C,D,F,I,S,U,V,W Aver. Total
Management - MGT 8903 EMC,1,,,,,,,,,4.00 1
Management - MGT 8903 EX,,,,,,,1,,,1
Management - MGT 9000 TS0,,,,,,,1,,,1
Management - MGT 9000 TS1,,,,,,,2,,,2
Management - MGT 9000 TS4,,,,,,,1,,,1
Management - MGT 9000 TSC,,,,,,,1,,,1
Management - MGT 9000 TSQ,,,,,,,1,,,1
Management of Technology - MOT 6128 A,61,3,,,,,,,,3.95 64
Management of Technology - MOT 6134 A,64,,,,,,,,,4.00 64
Manufacturing Leadership - MLDR 6701 Q.,3,3,,,,,,,,3.50 6
Materials Science & Engr - MSE 2001 B,53,36,4,1,,,,,,2 3.50 96
Materials Science & Engr - MSE 2001 C,8,2,2,3,1,,,,,4 2.81 20
Materials Science & Engr - MSE 2001 D,9,11,7,,,,,,,1 3.07 28
Materials Science & Engr - MSE 2001 R1,11,21,9,2,,,,,,2.95 43
Materials Science & Engr - MSE 2001 R3,24,11,5,,,,,,,3.48 40
Materials Science & Engr - MSE 2001 R4,6,16,1,1,,,,,,3.13 24
Materials Science & Engr - MSE 2001 T,2,2,,,,,,,,1 3.50 5
Materials Science & Engr - MSE 2698 GY,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 HG,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 JK,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 ML,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 MM,,,,,,,,,2,2
Materials Science & Engr - MSE 2698 NT,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 SJ,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 SM,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 VM,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 VT,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 ZLW,,,,,,,,,1,1
Materials Science & Engr - MSE 2699 GY,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 2803 R,16,,,,,,,,,4.00 16
Materials Science & Engr - MSE 3720 A,16,7,,,,,,,,3.70 23
Materials Science & Engr - MSE 4010 A,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4698 FA,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 GY,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 HG,,,,,,,,,1,1
Materials Science & Engr - MSE 4699 CF,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 CPW,3,,,,,,,,,4.00 3
Materials Science & Engr - MSE 4699 GY,2,,,,,,,,,4.00 2
Materials Science & Engr - MSE 4699 HG,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 MLR,,2,,,,,,,,3.00 2
Materials Science & Engr - MSE 4699 MM,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 NBG,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 PR,,,,,1,,,,,0.00 1
Materials Science & Engr - MSE 4699 RG,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 SSJ,6,,,,,,,,,4.00 6
Materials Science & Engr - MSE 7000 ALA,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 HG,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 MM,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 RT,,,,,,,1,,,1
Materials Science & Engr - MSE 8803 A,3,,,,,,,,,4.00 3
Materials Science & Engr - MSE 9000 AG,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 BC,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 CM,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 CPW,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 CS,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 DLM,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 DQ,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 DY,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 DY,A,B,C,D,F,I,S,U,V,W Aver. Total
Materials Science & Engr - MSE 9000 EV,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 FA,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 GY,,,,,,,7,,,7
Materials Science & Engr - MSE 9000 HG,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 HPW,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 JAY,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 JK,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 JN,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 JR,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 JWP,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 KJ,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 KS,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 MDL,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 ML,,,,,,,6,,,6
Materials Science & Engr - MSE 9000 MLS,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 MM,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 MP,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 NEU,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 NNT,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 PK,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 PS,,,,,,,5,,,5
Materials Science & Engr - MSE 9000 RAG,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 REY,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 RFS,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 RUS,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 SG,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 SK,,,,,,,5,,,5
Materials Science & Engr - MSE 9000 SRK,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 SSJ,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 THS,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 TUM,,,,,,,5,,,5
Materials Science & Engr - MSE 9000 VM,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 VT,,,,,,,9,,,9
Materials Science & Engr - MSE 9000 WDH,,,,,,,,1,,1
Materials Science & Engr - MSE 9000 ZK,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 ZL,,,,,,,6,,,6
Materials Science & Engr - MSE 9000 ZLW,,,,,,,3,,,3
Materials Science & Engr - MSE 9999 J,,,,,,,,,1,1
Mathematics - MATH 1550 SF,21,6,4,8,,,,,,3.03 39
Mathematics - MATH 1551 A,4,3,1,1,2,,,,,1 2.55 12
Mathematics - MATH 1552 A1,1,8,7,1,7,,,,,1.79 24
Mathematics - MATH 1552 A2,13,8,6,6,1,,,,,1 2.76 35
Mathematics - MATH 1552 QUP,4,1,5,,,,,,,1 2.90 11
Mathematics - MATH 1553 A1,16,20,,,1,,,,,2 3.35 39
Mathematics - MATH 1553 A2,22,11,2,,,,,,,1 3.57 36
Mathematics - MATH 1554 A1,10,5,4,2,2,,,,,2.83 23
Mathematics - MATH 1554 PAP,,,,,,,1,,,1
Mathematics - MATH 1711 A,9,2,7,6,1,,,,,2 2.48 27
Mathematics - MATH 1711 PAP,,,,,,,1,,,1
Mathematics - MATH 1712 A,2,2,2,1,1,,,,,2.38 8
Mathematics - MATH 2550 A,7,3,1,2,1,,,,,1 2.93 15
Mathematics - MATH 2551 A1,4,14,6,1,2,,,,,2.63 27
Mathematics - MATH 2551 A2,8,6,4,2,,,,,,2 3.00 22
Mathematics - MATH 2551 B1,9,7,8,,,,,,,5 3.04 29
Mathematics - MATH 2551 B2,12,7,7,1,1,,,,,3.00 28
Mathematics - MATH 2551 C1,5,7,2,,,,,,,2 3.21 16
Mathematics - MATH 2551 C2,5,7,1,,,,,,,1 3.31 14
Mathematics - MATH 2551 PAP,,,,,,,1,,,1
Mathematics - MATH 2551 PAP,A,B,C,D,F,I,S,U,V,W Aver. Total
Mathematics - MATH 2551 R,7,8,4,,,,,,,3.16 19
Mathematics - MATH 2552 A1,10,6,2,2,1,,,,,3.05 21
Mathematics - MATH 2552 A2,2,1,,,,,,,,3.67 3
Mathematics - MATH 2552 B1,14,5,2,1,,,,,,3 3.45 25
Mathematics - MATH 2552 B2,14,4,,3,,,,,,2 3.38 23
Mathematics - MATH 2552 C1,13,5,4,1,,,,,,1 3.30 24
Mathematics - MATH 2552 C2,2,8,1,1,,,,,,2.92 12
Mathematics - MATH 2552 R,7,9,2,,,,,,,3.28 18
Mathematics - MATH 2603 A1,22,3,1,,,,,,,1 3.81 27
Mathematics - MATH 2603 A2,18,4,,,,,,,,1 3.82 23
Mathematics - MATH 3012 A,13,9,8,,1,,,,,3.06 31
Mathematics - MATH 3012 B,10,7,7,2,2,,,,,4 2.75 32
Mathematics - MATH 3215 A,18,6,6,,,,,,,2 3.40 32
Mathematics - MATH 3215 B,16,6,5,2,,,,,,3.24 29
Mathematics - MATH 3670 A,10,9,6,,1,,,,,1 3.04 27
Mathematics - MATH 3670 B,20,6,6,,,,,,,1 3.44 33
Mathematics - MATH 3670 QUP,11,6,4,2,,,,,,6 3.13 29
Mathematics - MATH 4305 AG,24,3,1,,,,1,,2,5 3.82 36
Mathematics - MATH 4305 AU,4,3,1,,,,,,,1 3.38 9
Mathematics - MATH 4305 Q,5,1,2,,,,,,,1 3.38 9
Mathematics - MATH 4581 AG,17,5,3,2,,,,1,1,2 3.37 31
Mathematics - MATH 4581 AU,3,5,1,1,,,,,,3.00 10
Mathematics - MATH 4581 Q,4,3,,,,,,,,1 3.57 8
Mathematics - MATH 4698 YUJ,,,,,,,,,1,1
Mathematics - MATH 6338 A,1,1,,,,,,,3,1 3.50 6
Mathematics - MATH 6701 A,48,7,,,,,2,,1,2 3.87 60
Mathematics - MATH 6701 B,83,12,,,,,1,,,1 3.87 97
Mathematics - MATH 6701 Q,45,8,1,,,,,,,3.81 54
Mathematics - MATH 6701 QSZ,1,,,,,,1,,,4.00 2
Mathematics - MATH 7999 VH,,,,,,,,,8,8
Mathematics - MATH 8900 ETN,4,,,,,,,,,4.00 4
Mathematics - MATH 8900 GAN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 GAR,,1,,,,,,,,3.00 1
Mathematics - MATH 8900 HAR,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HEH,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HOU,5,,,,,,,,,4.00 5
Mathematics - MATH 8900 KOL,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LLA,2,,,,,,,,,4.00 2
