"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 6751 A,12,,,,,,,,,4.00 12
Civil and Environmental Engr - CEE 6754 A,12,,,,,,,,,4.00 12
Civil and Environmental Engr - CEE 7000 C.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 FR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 G.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 G.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 H.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 7000 JAC,,,,,,,3,,,3
Civil and Environmental Engr - CEE 7000 JTS,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 K.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 M.,A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 7000 PA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 ST.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 TR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8095 A,,,,,,,,,19,19
Civil and Environmental Engr - CEE 8096 A,,,,,,,6,,,6
Civil and Environmental Engr - CEE 8811 A,,,,,,,3,,,3
Civil and Environmental Engr - CEE 8811 C,,,,,,,40,2,,42
Civil and Environmental Engr - CEE 8811 D,,,,,,,26,,,26
Civil and Environmental Engr - CEE 8811 E,,,,,,,38,,,38
Civil and Environmental Engr - CEE 8812 A,,,,,,,7,,,1 8
Civil and Environmental Engr - CEE 8812 B,10,2,,,,,2,,,3.83 14
Civil and Environmental Engr - CEE 8813 A,4,6,1,,,,,,,3.27 11
Civil and Environmental Engr - CEE 8813 B,14,,,,,,,,1,4.00 15
Civil and Environmental Engr - CEE 8813 C,18,3,,,,,1,,,3.86 22
Civil and Environmental Engr - CEE 8813 E,14,5,,,1,,,,1,1 3.55 22
Civil and Environmental Engr - CEE 8813 K,4,,,,,,1,,,4.00 5
Civil and Environmental Engr - CEE 8813 L,8,2,,,,,,,,3.80 10
Civil and Environmental Engr - CEE 8813 M,4,3,,,,,,,,3.57 7
Civil and Environmental Engr - CEE 8900 A.,2,,,,,,1,,,4.00 3
Civil and Environmental Engr - CEE 8900 BA.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 CRI,,,,,1,,,,,0.00 1
Civil and Environmental Engr - CEE 8900 DAI,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 FRI,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 GE.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 G.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 G.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 H.,,,,,,,,,2,2
Civil and Environmental Engr - CEE 8900 H.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 J.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8900 JTS,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 LU.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 SU.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 TIE,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8900 TR.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 W.,,,,,,,,,1,1
Civil and Environmental Engr - CEE 8900 W.,2,,,,,,,,,4.00 2
Civil and Environmental Engr - CEE 8902 A.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 CRI,,,,,,,,1,,1
Civil and Environmental Engr - CEE 8902 GE.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 G.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 JTS,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 LU.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 8902 SC.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 8902 TR.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 8956 C.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 8956 DAI,,,,,,,1,1,,2
Civil and Environmental Engr - CEE 8956 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 J.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 TR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 YIA,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 A.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 A.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 A.,A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 9000 BR.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 B.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 C.,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 C.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 CRI,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 DAI,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 DE.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 FRI,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 FR.,,,,,,,8,,,8
Civil and Environmental Engr - CEE 9000 GE.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 GE.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 G.,,,,,,,7,,,7
Civil and Environmental Engr - CEE 9000 G.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 G.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 H.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 H.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 H.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 JAC,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 J.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 JTS,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 K.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 K.,,,,,,,9,,,9
Civil and Environmental Engr - CEE 9000 LAV,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 LKS,,,,,,,7,,,7
Civil and Environmental Engr - CEE 9000 LU.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 M.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 PA.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 R.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 SA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 SC.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 SO.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 SP.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 ST.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 SU.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 TEI,,,,,,,1,1,,2
Civil and Environmental Engr - CEE 9000 TIE,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 TR.,,,,,,,7,,,7
Civil and Environmental Engr - CEE 9000 W.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 W.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 W.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 YA.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 YIA,,,,,,,3,,,3
Colege of Architecture - COA 1012 AMA,11,6,,,,,,,,3.65 17
Colege of Architecture - COA 1012 ID1,8,6,,,,,,,,3.57 14
Colege of Architecture - COA 1012 ID2,6,7,1,,,,,,,1 3.36 15
Colege of Architecture - COA 1012 ID3,1,4,,,,,,,,2 3.20 7
Colege of Architecture - COA 1012 PMA,7,8,,,,,,,,3.47 15
Colege of Architecture - COA 1060 HD,9,4,,,,,,,,3.69 13
Colege of Architecture - COA 2242 A,84,46,4,,,,26,,,1 3.60 161
Colege of Architecture - COA 2242 ID,16,18,2,,,,,,,1 3.39 37
Colege of Architecture - COA 4010 BB,7,3,,,,,,,,3.70 10
Colege of Architecture - COA 4010 BB,A,B,C,D,F,I,S,U,V,W Aver. Tota
Colege of Architecture - COA 6010 BB,2,3,,,,,,,,3.40 5
Colege of Architecture - COA 6120 EDJ,4,2,1,,,,2,,1,3.43 10
Colege of Architecture - COA 6151 RD,3,2,2,,,,1,,,3.14 8
Colege of Architecture - COA 7011 UD,6,,,,,,,,,4.00 6
Colege of Architecture - COA 8690 CE1,2,,,,,,,,,4.00 2
Colege of Architecture - COA 8996 AE,,,,,,,1,,,1
Colege of Architecture - COA 8996 BF,,,,,,,1,,,1
Colege of Architecture - COA 8996 EDJ,,,,,,,,1,,1
Colege of Architecture - COA 8996 GJ,,,,,,,1,,,1
Colege of Architecture - COA 8996 JB1,,,,,,,1,,,1
Colege of Architecture - COA 8996 JS,,,,,,,1,,,1
Colege of Architecture - COA 8996 LH,,,,,,,1,,,1
Colege of Architecture - COA 8997 BF,,,,,,,,,3,3
Colege of Architecture - COA 8997 CR,,,,,,,,,1,1
Colege of Architecture - COA 8997 EDJ,,,,,,,,,1,1
Colege of Architecture - COA 8997 FP,,,,,,,,,1,1
Colege of Architecture - COA 8997 JK,,,,,,,,,1,1
Colege of Architecture - COA 8997 ME,,,,,,,,,1,1
Colege of Architecture - COA 8997 MG,,,,,,,,,1,1
Colege of Architecture - COA 8997 RD,,,,,,,,,1,1
Colege of Architecture - COA 8997 RG,,,,,,,,,2,2
Colege of Architecture - COA 8997 SM,,,,,,,,,3,3
Colege of Architecture - COA 8998 A,,,,,,,,,2,2
Colege of Architecture - COA 8998 AE,,,,,,,,,1,1
Colege of Architecture - COA 8998 CZ,,,,,,,,,2,2
Colege of Architecture - COA 8998 GA,,,,,,,,,2,2
Colege of Architecture - COA 8998 JK,,,,,,,,,1,1
Colege of Architecture - COA 8998 JS,,,,,,,,,2,2
Colege of Architecture - COA 8998 JS1,,,,,,,,,2,2
Colege of Architecture - COA 8998 MS,,,,,,,,,1,1
Colege of Architecture - COA 8998 SK,,,,,,,,,1,1
Colege of Architecture - COA 8999 CZ,,,,,,,2,,,2
Colege of Architecture - COA 8999 G,,,,,,,3,,,3
Colege of Architecture - COA 8999 JB,,,,,,,1,,,1
Colege of Architecture - COA 8999 JP,,,,,,,1,,,1
Colege of Architecture - COA 8999 JS1,,,,,,,1,,,1
Colege of Architecture - COA 8999 LA,,,,,,,1,,,1
Colege of Architecture - COA 8999 LS,,,,,,,2,,,2
Colege of Architecture - COA 8999 RG,,,,,,,1,,,1
Colege of Architecture - COA 9000 CE,,,,,,,4,,,4
Colege of Architecture - COA 9000 CZ,,,,,,,1,,,1
Colege of Architecture - COA 9000 G,,,,,,,3,,,3
Colege of Architecture - COA 9000 JB,,,,,,,1,,,1
Colege of Architecture - COA 9000 JP,,,,,,,3,,,3
Colege of Architecture - COA 9000 LH,,,,,,,1,,,1
Colege of Architecture - COA 9000 LS,,,,,,,1,,,1
Colege of Architecture - COA 9000 RC,,,,,,,1,,,1
Colege of Architecture - COA 9000 SB,,,,,,,2,,,2
Colege of Engineering - COE 2001 A,21,20,5,3,,,,,,5 3.20 54
Colege of Engineering - COE 2001 B,24,15,5,3,2,,,,,6 3.14 55
Colege of Engineering - COE 2001 C,19,17,10,3,,,,,,6 3.06 55
Colege of Engineering - COE 2001 D,16,16,18,1,1,,,,,3 2.87 55
Colege of Engineering - COE 2001 E,25,14,5,1,1,,,,,3 3.33 49
Colege of Engineering - COE 2001 F,30,14,3,,3,,,,,4 3.36 54
Colege of Engineering - COE 2001 G,14,18,10,4,2,,,,,3 2.79 51
Colege of Engineering - COE 2001 H,25,23,3,,,,,,,3 3.43 54
Colege of Engineering - COE 2001 I,21,26,7,,1,,,,,3.20 55
Colege of Engineering - COE 2001 J,21,8,13,5,3,,,,,4 2.78 54
Colege of Engineering - COE 2001 J,2A1,B8,1C3,D5,3F,I,S,U,V,W4 A2v.e7r8. To5ta4
Colege of Engineering - COE 2001 K,39,11,3,,1,,,,,1 3.61 55
Colege of Engineering - COE 2001 L,23,29,1,,,,,,,2 3.42 55
Colege of Engineering - COE 2001 M,19,13,6,5,2,,,,,10 2.93 55
Colege of Engineering - COE 2001 N,12,14,9,9,4,,,,,5 2.44 53
Colege of Engineering - COE 2001 R,8,6,4,,,,,,,3.22 18
Colege of Engineering - COE 3001 A,15,21,15,1,,,,,,2 2.96 54
Colege of Engineering - COE 3001 B,14,8,16,6,1,,,,,7 2.62 52
Colege of Engineering - COE 3001 C,18,10,11,2,2,,,,,4 2.93 47
Colege of Engineering - COE 3001 D,15,21,1,1,1,,,,,3 3.23 42
Colege of Engineering - COE 3001 F,29,16,15,1,,,,,,2 3.20 63
Colege of Engineering - COE 3001 G,20,18,4,,2,,,,,3 3.23 47
Colege of Engineering - COE 3001 H,23,19,1,,,,,,,5 3.51 48
Colege of Engineering - COE 3001 I,12,15,7,2,3,,,,,3 2.79 42
Colege of Engineering - COE 3001 K,19,15,7,2,,,,,,6 3.19 49
Colege of Engineering - COE 3001 R,8,10,,,,,,,,3.44 18
Colege of Engineering - COE 3001 R1,19,7,3,,,,,,,3.55 29
Colege of Sciences - COS 2000 A,21,,,,,,,,,1 4.00 22
"Computational Mod, Sim, & Data - CX 4220 A",10,9,4,,1,,1,,,7 3.13 32
"Computational Mod, Sim, & Data - CX 4230 A",21,3,1,,4,,,,,4 3.28 33
"Computational Mod, Sim, & Data - CX 4232 A",3,,,,,,,,,4.00 3
"Computational Mod, Sim, & Data - CX 4240 A",21,11,1,,,,,,,3 3.61 36
"Computational Mod, Sim, & Data - CX 4242 A",25,3,3,1,,,,,,8 3.63 40
"Computational Mod, Sim, & Data - CX 4640 A",2,4,,,,,,,,3.33 6
"Computational Mod, Sim, & Data - CX 4803 .",,1,,,,,,,,3.00 1
Computational Science & Engr - CSE 6220 A,32,26,5,1,,,1,,6,6 3.39 77
Computational Science & Engr - CSE 6220 .,17,16,1,,2,,,,,35 3.28 71
Computational Science & Engr - CSE 6220 Q,3,3,,,,,,,,1 3.50 7
Computational Science & Engr - CSE 6240 A,57,5,,,,,4,,3,9 3.92 78
Computational Science & Engr - CSE 6242 A,131,16,,1,,,,,,8 3.87 156
Computational Science & Engr - CSE 6242 Q,6,,1,,,,,,,3.71 7
Computational Science & Engr - CSE 6643 A,16,14,2,,,,2,,,4 3.44 38
Computational Science & Engr - CSE 6643 Q,,1,,,,,,,,1 3.00 2
Computational Science & Engr - CSE 6644 A,2,,,,,,,,,4.00 2
Computational Science & Engr - CSE 6644 Q,,2,,,,,,,,3.00 2
Computational Science & Engr - CSE 6730 A,33,33,2,,,,,,,2 3.46 70
Computational Science & Engr - CSE 6730 Q,3,2,,,1,,,,,3.00 6
Computational Science & Engr - CSE 6742 A,3,,,,,,,,,1 4.00 4
Computational Science & Engr - CSE 7000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 7000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8001 .,1,,,,,,1,,1,4.00 3
Computational Science & Engr - CSE 8803 .,4,1,,,,,,,1,3.80 6
Computational Science & Engr - CSE 8803 .,24,3,1,,,,,,1,2 3.82 31
Computational Science & Engr - CSE 8803 .,9,,,,,,,,1,4.00 10
Computational Science & Engr - CSE 8803 .,73,17,8,2,4,,,,,64 3.47 168
Computational Science & Engr - CSE 8803 .,2,,,,,,,,,4.00 2
Computational Science & Engr - CSE 8803 .,6,,,,,,,,,4.00 6
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,3,,,,,,,,,4.00 3
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,1,1,,,,,,,,3.50 2
Computational Science & Engr - CSE 8903 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8997 .,,,,,,,,,5,5
Computational Science & Engr - CSE 8997 .,,,,,,,,,6,6
Computational Science & Engr - CSE 8997 .,,,,,,,,,1,1
Computational Science & Engr - CSE 8997 .,,,,,,,,,5,5
Computational Science & Engr - CSE 8997 .,,,,,,,,,1,1
Computational Science & Engr - CSE 8997 .,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computational Science & Engr - CSE 8998 .,,,,,,,,,4,4
Computational Science & Engr - CSE 8998 .,,,,,,,,,1,1
Computational Science & Engr - CSE 8998 .,,,,,,,,,10,10
Computational Science & Engr - CSE 8999 .,,,,,,,3,,,3
Computational Science & Engr - CSE 8999 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8999 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8999 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,1,,,,,,1,,,4.00 2
Computational Science & Engr - CSE 8999 .,5,,,,,,,,,4.00 5
Computational Science & Engr - CSE 9000 .,,,,,,,4,,,4
Computational Science & Engr - CSE 9000 .,,,,,,,4,,,4
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,2,,,2
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,2,,,2
Computational Science & Engr - CSE 9000 .,,,,,,,3,,,3
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,9,,,9
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computer Science - CS 1100 A,,,,,,,83,11,,6 100
Computer Science - CS 1100 B,,,,,,,82,9,,8 99
Computer Science - CS 1171 A,,,,,,,23,4,,2 29
Computer Science - CS 1301 A1,25,16,5,2,,,,,,2 3.33 50
Computer Science - CS 1301 A2,13,19,6,3,,,,,,6 3.02 47
Computer Science - CS 1301 A3,5,14,9,2,,,,,,2.73 30
Computer Science - CS 1301 A4,23,17,4,3,1,,,,,2 3.21 50
Computer Science - CS 1301 B1,24,13,9,,2,,,,,1 3.19 49
Computer Science - CS 1301 B2,13,11,5,3,2,,,,,6 2.88 40
Computer Science - CS 1301 B3,20,17,7,2,1,,,,,2 3.13 49
Computer Science - CS 1301 B4,6,4,,,,,,,,1 3.60 11
Computer Science - CS 1301 C1,2,4,3,,,,,,,1 2.89 10
Computer Science - CS 1301 C2,15,10,3,2,2,,,,,3 3.06 35
Computer Science - CS 1301 C3,3,4,4,,2,,,,,2.46 13
Computer Science - CS 1301 C4,2,2,,,,,,,,3.50 4
Computer Science - CS 1301 GR,,,,,,,2,,,2 4
Computer Science - CS 1315 A1,11,4,,,,,,,,3.73 15
Computer Science - CS 1315 A2,8,2,,,,,,,,3.80 10
Computer Science - CS 1315 A3,2,,,,,,,,,4.00 2
Computer Science - CS 1315 A4,2,,1,,,,,,,3.33 3
Computer Science - CS 1315 B1,21,7,1,,2,,,,,5 3.45 36
Computer Science - CS 1315 B2,14,3,2,1,,,,,,3 3.50 23
Computer Science - CS 1315 B3,40,5,1,,1,,,,,3 3.77 50
Computer Science - CS 1315 B4,33,12,3,2,,,,,,3.52 50
Computer Science - CS 1315 GR,,,,,,,1,,,1
Computer Science - CS 1315 X,11,1,,,,,,,,3.92 12
Computer Science - CS 1331 A1,11,13,7,3,6,,,,,5 2.50 45
Computer Science - CS 1331 A2,12,19,6,2,2,,,,,4 2.90 45
Computer Science - CS 1331 A3,14,13,4,5,5,,,,,2 2.63 43
Computer Science - CS 1331 A4,9,9,7,2,3,,,,,3 2.63 33
Computer Science - CS 1331 A5,20,11,11,1,2,,,,,3.02 45
Computer Science - CS 1331 B1,22,21,5,1,,,,,,5 3.31 54
Computer Science - CS 1331 B2,19,17,10,2,1,,,,,5 3.04 54
Computer Science - CS 1331 B3,18,18,8,4,1,,,,,5 2.98 54
Computer Science - CS 1331 B4,19,15,7,6,1,,,,,3 2.94 51
Computer Science - CS 1331 B4,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 1331 C1,12,21,9,5,1,,,,,5 2.79 53
Computer Science - CS 1331 C2,17,15,9,6,1,,,,,4 2.85 52
Computer Science - CS 1331 C3,11,21,6,5,3,,,,,6 2.70 52
Computer Science - CS 1331 C4,20,16,5,6,1,,,,,4 3.00 52
Computer Science - CS 1331 GR,,,,,,,4,,,4
Computer Science - CS 1332 A1,9,13,11,4,4,,,,,10 2.46 51
Computer Science - CS 1332 A2,19,14,10,3,1,,,,,5 3.00 52
Computer Science - CS 1332 A3,12,18,10,2,1,,,,,7 2.88 50
Computer Science - CS 1332 A4,14,21,6,4,,,,,,5 3.00 50
Computer Science - CS 1332 A5,19,21,6,,,,,,,4 3.28 50
Computer Science - CS 1332 A6,20,12,11,2,4,,,,,1 2.86 50
Computer Science - CS 1332 B1,8,13,15,4,3,,,,,7 2.44 50
Computer Science - CS 1332 B2,5,3,8,3,3,,,,,2 2.18 24
Computer Science - CS 1332 B3,10,9,9,4,3,,,,,9 2.54 44
Computer Science - CS 1332 B4,8,12,11,3,3,,,,,6 2.51 43
Computer Science - CS 1332 B5,7,6,1,1,,,,,,1 3.27 16
Computer Science - CS 1332 B6,4,1,4,1,2,,,,,1 2.33 13
Computer Science - CS 1332 GR2,,,,,,,5,,,2 7
Computer Science - CS 1371 A01,13,6,9,3,4,,,,,8 2.60 43
Computer Science - CS 1371 A02,19,8,4,2,6,,,,,3 2.82 42
Computer Science - CS 1371 A03,19,9,8,1,2,,,,,4 3.08 43
Computer Science - CS 1371 A04,25,11,5,1,4,,,,,4 3.13 50
Computer Science - CS 1371 A05,13,13,3,3,4,,,,,5 2.78 41
Computer Science - CS 1371 B01,23,17,3,1,2,,,,,4 3.26 50
Computer Science - CS 1371 B02,21,18,4,1,3,,,,,3 3.13 50
Computer Science - CS 1371 B03,21,17,5,3,3,,,,,1 3.02 50
Computer Science - CS 1371 B04,32,13,4,,1,,,,,3.50 50
Computer Science - CS 1371 C01,14,15,9,7,4,,,,,1 2.57 50
Computer Science - CS 1371 C02,18,17,9,2,1,,,,,3 3.04 50
Computer Science - CS 1371 C03,15,14,14,3,,,,,,4 2.89 50
Computer Science - CS 1371 C04,17,18,7,2,3,,,,,5 2.94 52
Computer Science - CS 1371 D01,23,14,8,1,2,,,,,2 3.15 50
Computer Science - CS 1371 D02,14,15,8,6,3,,,,,4 2.67 50
Computer Science - CS 1371 D03,17,12,6,3,5,,,,,2 2.77 45
Computer Science - CS 1371 D04,10,9,12,5,4,,,,,7 2.40 47
Computer Science - CS 1371 D05,7,17,7,4,4,,,,,3 2.49 42
Computer Science - CS 1371 D06,18,14,8,6,2,,,,,2 2.83 50
Computer Science - CS 1371 GR,,,,,,,1,,,2 3
Computer Science - CS 2050 A1,5,10,10,2,1,,,,,2.57 28
Computer Science - CS 2050 A2,11,19,10,2,3,,,,,1 2.73 46
Computer Science - CS 2050 A3,18,21,6,1,2,,,,,1 3.08 49
Computer Science - CS 2050 A4,11,16,13,5,,,,,,4 2.73 49
Computer Science - CS 2050 B1,14,15,14,1,3,,,,,1 2.77 48
Computer Science - CS 2050 B2,7,11,17,7,2,,,,,4 2.32 48
Computer Science - CS 2050 B3,16,9,17,,3,,,,,3 2.78 48
Computer Science - CS 2050 B4,13,15,13,2,2,,,,,1 2.78 46
Computer Science - CS 2051 A,35,1,,,,,,,,1 3.97 37
Computer Science - CS 2110 A1,13,9,2,1,1,,,,,3.23 26
Computer Science - CS 2110 A2,11,11,2,,,,,,,1 3.38 25
Computer Science - CS 2110 A3,10,8,2,1,4,,,,,2.76 25
Computer Science - CS 2110 A4,9,11,2,2,,,,,,2 3.13 26
Computer Science - CS 2110 A5,15,5,2,1,1,,,,,2 3.33 26
Computer Science - CS 2110 A6,13,6,5,1,1,,,,,3.12 26
Computer Science - CS 2110 A7,13,8,2,,2,,,,,3.20 25
Computer Science - CS 2110 B1,15,6,3,,,,,,,1 3.50 25
Computer Science - CS 2110 B2,8,7,8,1,2,,,,,2.69 26
Computer Science - CS 2110 B3,11,5,6,1,1,,,,,2 3.00 26
Computer Science - CS 2110 B4,11,7,2,1,2,,,,,2 3.04 25
Computer Science - CS 2110 B4,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 2110 B5,10,9,6,,,,,,,1 3.16 26
Computer Science - CS 2110 B6,12,7,2,3,1,,,,,3 3.04 28
Computer Science - CS 2110 B7,13,3,4,2,2,,,,,1 2.96 25
Computer Science - CS 2200 A1,17,22,13,,1,,,,,10 3.02 63
Computer Science - CS 2200 A2,18,27,2,3,1,,,,,7 3.14 58
Computer Science - CS 2200 A3,25,20,7,1,2,,,,,7 3.18 62
Computer Science - CS 2200 A4,27,20,7,1,3,,,,,4 3.16 62
Computer Science - CS 2200 GR,,,,,,,,,,1 1
Computer Science - CS 2261 A,20,16,9,,3,,,,,5 3.04 53
Computer Science - CS 2316 A1,15,19,6,1,1,,,,,6 3.10 48
Computer Science - CS 2316 A2,12,18,5,2,1,,,,,4 3.00 42
Computer Science - CS 2316 A3,11,7,7,2,1,,,,,3 2.89 31
Computer Science - CS 2316 A4,5,5,1,,,,,,,1 3.36 12
Computer Science - CS 2316 A5,5,10,1,,,,,,,3.25 16
Computer Science - CS 2316 A6,,2,,,,,,,,3.00 2
Computer Science - CS 2316 GR,,,,,,,8,1,,1 10
Computer Science - CS 2340 A,273,17,6,,,,,,,4 3.90 300
Computer Science - CS 2340 GR,,,,,,,4,,,4
Computer Science - CS 2698 C11,,,,,,,,,1,1
Computer Science - CS 2698 E09,,,,,,,,,1,1
Computer Science - CS 2699 A08,4,,,,1,,,,,3.20 5
Computer Science - CS 2699 B02,2,,,,,,,,,4.00 2
Computer Science - CS 2699 C11,4,,,,,,,,,4.00 4
Computer Science - CS 2699 F06,1,,,,,,,,,4.00 1
Computer Science - CS 2699 G02,1,,,,,,,,,4.00 1
Computer Science - CS 2699 G03,1,,,,,,,,,4.00 1
Computer Science - CS 2699 G11,2,,,,,,,,,4.00 2
Computer Science - CS 2699 G12,1,,,,,,,,,4.00 1
Computer Science - CS 2699 H08,1,,,,,,,,,4.00 1
Computer Science - CS 2699 L05,,,,,,,1,,,1
Computer Science - CS 2699 O02,1,,,,,,,,,4.00 1
