,index_x,term,name,crn,course_num,section,credits,time,prof,index_y,gpa,enrollment
32788,32788,201802,Game AI,27034,CS 7632,A,3.0,3:00 pm - 4:15 pm,Stephen   Urban ,,,
32789,32789,201802,Knowledge-Based AI,27260,CS 7637,O01,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Ashok K  Goel ,,,
32790,32790,201802,Machine Learning,29097,CS 7641,A,3.0,1:30 pm - 2:45 pm,Charles Lee  Isbell ,,,
32791,32791,201802,Machine Learning,26607,CS 7641,O01,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Charles Lee  Isbell ,,,
32792,32792,201802,Machine Learning,28381,CS 7641,O3,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Charles Lee  Isbell ,,,
32793,32793,201802,Machine Learning,31385,CS 7641,OAN,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Charles Lee  Isbell ,,,
32794,32794,201802,Reinforcement Learning,31262,CS 7642,O03,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Charles Lee  Isbell ,,,
32795,32795,201802,Mach Learn For Trading,28327,CS 7646,O01,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Tucker Richard  Balch ,,,
32796,32796,201802,Mach Learn For Trading,28382,CS 7646,O3,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Tucker Richard  Balch ,,,
32797,32797,201802,Natural Language,29098,CS 7650,A,3.0,3:00 pm - 4:15 pm,Jacob R  Eisenstein ,,,
32798,32798,201802,Special Topics,30694,CS 8803,CC,3.0,9:30 am - 10:45 am,Ashok K  Goel ,,,
32799,32799,201802,Special Topics,29770,CS 8803,CPS,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Eric Marie J  Feron ,,,
32800,32800,201802,Special Topics,31775,CS 8803,CPU,3.0,12:20 pm - 1:10 pm,Sudhakar   Yalamanchili ,,,
32801,32801,201802,Special Topics,30695,CS 8803,DV,3.0,1:30 pm - 2:45 pm,Rahul C  Basole ,,,
32802,32802,201802,Special Topics,31822,CS 8803,FCP,3.0,1:30 pm - 2:45 pm,Marilyn Claire  Wolf ,,,
32803,32803,201802,Special Topics,31207,CS 8803,GA,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Eric   Vigoda ,,,
32804,32804,201802,Special Topics,28379,CS 8803,ICN,3.0,3:00 pm - 4:15 pm,Tushar   Krishna ,,,
32805,32805,201802,Special Topics,25013,CS 8803,MAS,3.0,4:30 pm - 5:45 pm,Russell Jack  Clark ,,,
32806,32806,201802,Special Topics,27295,CS 8803,MG,3.0,4:30 pm - 5:45 pm,Faramarz   Fekri ,,,
32807,32807,201802,Special Topics,27261,CS 8803,O01,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Sebastian   Thrun ,,,
32808,32808,201802,Special Topics,29570,CS 8803,O07,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Raheem A  Beyah ,,,
32809,32809,201802,Special Topics,29813,CS 8803,O08,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Santosh   Pande ,,,
32810,32810,201802,Special Topics,31208,CS 8803,O09,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Eric Marie J  Feron ,,,
32811,32811,201802,Special Topics,31332,CS 8803,O3,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Eric   Vigoda ,,,
32812,32812,201802,Special Topics,26361,CS 8803,R,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Matthew James  Sanders ,,,
32813,32813,201802,Special Topics,26620,CS 8803,SRD,3.0,9:05 am - 9:55 am,Bruce N.  Walker ,,,
32814,32814,201802,Special Topics,27035,CS 8803,STR,3.0,3:00 pm - 4:15 pm,Byron Emereth  Boots ,,,
32815,32815,201802,Special Topics,30982,CS 8803,VDA,3.0,4:30 pm - 5:45 pm,Alexander   Endert ,,,
32816,32816,201802,Intro to Engr Graphics,20004,ME 1770,A,3.0,11:15 am - 12:05 pm,Julie   Linsey ,,,
32817,32817,201802,Intro to Engr Graphics,20328,ME 1770,B,3.0,12:20 pm - 1:10 pm,Raghuram V  Pucha ,,,
32818,32818,201802,Intro to Engr Graphics,20329,ME 1770,C,3.0,1:55 pm - 2:45 pm,Denis Vitalievich  Dorozhkin ,,,
32819,32819,201802,Intro to Engr Graphics,20330,ME 1770,D,3.0,8:00 am - 8:50 am,Raghuram V  Pucha ,,,
32820,32820,201802,Intro to Engr Graphics,20331,ME 1770,E,3.0,11:15 am - 2:00 pm,Denis Vitalievich  Dorozhkin ,,,
32821,32821,201802,Intro to Engr Graphics,20332,ME 1770,F,3.0,3:00 pm - 5:45 pm,Denis Vitalievich  Dorozhkin ,,,
32822,32822,201802,Intro to Engr Graphics,20334,ME 1770,H,3.0,3:00 pm - 3:50 pm,Katherine   Fu ,,,
32823,32823,201802,Intro to Engr Graphics,22712,ME 1770,I,3.0,9:05 am - 9:55 am,Denis Vitalievich  Dorozhkin ,,,
32824,32824,201802,Computing Techniques,20006,ME 2016,A,3.0,11:15 am - 12:05 pm,Francois Max  Guillot ,,,
32825,32825,201802,Computing Techniques,25663,ME 2016,B,3.0,12:20 pm - 1:10 pm,Francois Max  Guillot ,,,
32826,32826,201802,Computing Techniques,21595,ME 2016,C,3.0,3:00 pm - 4:15 pm,Jeffrey L  Streator ,,,
32827,32827,201802,Computing Techniques,27940,ME 2016,E,3.0,1:30 pm - 2:45 pm,Jeffrey L  Streator ,,,
32828,32828,201802,Creative Decisions& Dsgn,20005,ME 2110,A,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32829,32829,201802,Creative Decisions& Dsgn,20341,ME 2110,B,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32830,32830,201802,Creative Decisions& Dsgn,20342,ME 2110,D,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32831,32831,201802,Creative Decisions& Dsgn,20343,ME 2110,E,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32832,32832,201802,Creative Decisions& Dsgn,27141,ME 2110,F,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32833,32833,201802,Creative Decisions& Dsgn,24793,ME 2110,G,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32834,32834,201802,Creative Decisions& Dsgn,26493,ME 2110,H,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32835,32835,201802,Creative Decisions& Dsgn,21370,ME 2110,J,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32836,32836,201802,Creative Decisions& Dsgn,23217,ME 2110,K,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32837,32837,201802,Creative Decisions& Dsgn,25811,ME 2110,M,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32838,32838,201802,Creative Decisions& Dsgn,23855,ME 2110,N,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32839,32839,201802,Creative Decisions& Dsgn,29919,ME 2110,O,3.0,3:00 pm - 3:50 pm,"Thomas R  Kurfess <a href=""mailto:kurfess@gatech.edu""    target=""Thomas R. Kurfess"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32840,32840,201802,Dynamics of Rigid Bodies,27041,ME 2202,B,3.0,1:55 pm - 2:45 pm,Jonathan Wynne  Warner ,,,
32841,32841,201802,Dynamics of Rigid Bodies,27042,ME 2202,C,3.0,8:00 am - 9:15 am,Wayne Edward  Whiteman ,,,
32842,32842,201802,Dynamics of Rigid Bodies,24481,ME 2202,D,3.0,12:00 pm - 1:15 pm,Aldo A  Ferri ,,,
32843,32843,201802,Dynamics of Rigid Bodies,26310,ME 2202,E,3.0,9:05 am - 9:55 am,Levi   Wood ,,,
32844,32844,201802,Dynamics of Rigid Bodies,27226,ME 2202,H,3.0,3:00 pm - 4:15 pm,David Edward  Torello ,,,
32845,32845,201802,Special Topics,28672,ME 2801,WHI,1.0,8:00 am - 9:15 am,Wayne Edward  Whiteman ,,,
32846,32846,201802,System Dynamics,25573,ME 3017,A,3.0,1:55 pm - 2:45 pm,David Rowland  Smith ,,,
32847,32847,201802,System Dynamics,25595,ME 3017,B,3.0,10:10 am - 11:00 am,Siavash   Farzan ,,,
32848,32848,201802,System Dynamics,25596,ME 3017,C,3.0,4:30 pm - 5:45 pm,Richard Scott  Cowan ,,,
32849,32849,201802,System Dynamics,26192,ME 3017,D,3.0,12:00 pm - 1:15 pm,Richard Scott  Cowan ,,,
32850,32850,201802,System Dynamics,25664,ME 3017,R,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Thiebaud   Richeton ,,,
32851,32851,201802,Experimental Methodology,21822,ME 3057,A,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32852,32852,201802,Experimental Methodology,21823,ME 3057,B,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32853,32853,201802,Experimental Methodology,21824,ME 3057,C,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32854,32854,201802,Experimental Methodology,21825,ME 3057,D,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32855,32855,201802,Experimental Methodology,21827,ME 3057,E,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32856,32856,201802,Experimental Methodology,21828,ME 3057,F,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32857,32857,201802,Experimental Methodology,21829,ME 3057,G,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32858,32858,201802,Experimental Methodology,23029,ME 3057,K,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32859,32859,201802,Experimental Methodology,23133,ME 3057,L,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32860,32860,201802,Experimental Methodology,24071,ME 3057,M,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32861,32861,201802,Experimental Methodology,25792,ME 3057,N,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32862,32862,201802,Experimental Methodology,25793,ME 3057,O,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32863,32863,201802,Experimental Methodology,25794,ME 3057,P,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32864,32864,201802,Experimental Methodology,31692,ME 3057,Q,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32865,32865,201802,Experimental Methodology,25798,ME 3057,U,3.0,11:15 am - 12:05 pm,David Luke  MacNair ,,,
32866,32866,201802,Cutting-Edge Eng Seminar,23378,ME 3141,TM,3.0,4:30 pm - 5:45 pm,David Nelson  Ku ,,,
32867,32867,201802,Machine Design,20010,ME 3180,A,3.0,9:30 am - 10:45 am,Steven Y  Liang ,,,
32868,32868,201802,Machine Design,21655,ME 3180,C,3.0,10:10 am - 11:00 am,Gregg David  Larson ,,,
32869,32869,201802,Machine Design,26351,ME 3180,D,3.0,1:30 pm - 2:45 pm,Kathryn   Wingate ,,,
32870,32870,201802,Machine Design,29300,ME 3180,E,3.0,12:20 pm - 1:10 pm,Gregg David  Larson ,,,
32871,32871,201802,Machine Design,23420,ME 3180,R,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Nico   Declercq ,,,
32872,32872,201802,Design and Manufacture,31466,ME 3210,B,3.0,3:00 pm - 4:15 pm,Suman   Das ,,,
32873,32873,201802,Design and Manufacture,31395,ME 3210,D,3.0,4:30 pm - 5:45 pm,Suman   Das ,,,
32874,32874,201802,Design and Manufacture,27186,ME 3210,F,3.0,9:30 am - 10:45 am,Tequila A.L.  Harris ,,,
32875,32875,201802,Design and Manufacture,26938,ME 3210,H,3.0,12:00 pm - 1:15 pm,Jonathan S  Colton ,,,
32876,32876,201802,Design and Manufacture,27187,ME 3210,J,3.0,9:05 am - 9:55 am,Christopher J  Saldana ,,,
32877,32877,201802,Thermodynamics,21596,ME 3322,B,3.0,8:00 am - 8:50 am,Marta   Hatzell ,,,
32878,32878,201802,Thermodynamics,20335,ME 3322,C,3.0,9:30 am - 10:45 am,Nazanin   Bassiri Gharb ,,,
32879,32879,201802,Thermodynamics,20563,ME 3322,D,3.0,12:00 pm - 1:15 pm,Sampath   Kommandur ,,,
32880,32880,201802,Thermodynamics,26352,ME 3322,E,3.0,1:55 pm - 2:45 pm,Seung Woo   Lee ,,,
32881,32881,201802,Thermodynamics,26932,ME 3322,F,3.0,1:30 pm - 2:45 pm,Sheldon Moseley  Jeter ,,,
32882,32882,201802,Thermodynamics,23398,ME 3322,R,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Daniel Alan  Kromer ,,,
32883,32883,201802,Fluid Mechanics,20007,ME 3340,A,3.0,12:20 pm - 1:10 pm,Srinivas Kumar   Gowranga Hanasoge ,,,
32884,32884,201802,Fluid Mechanics,21597,ME 3340,B,3.0,12:00 pm - 1:15 pm,Cyrus K  Aidun ,,,
32885,32885,201802,Fluid Mechanics,26311,ME 3340,D,3.0,1:30 pm - 2:45 pm,G P  Neitzel ,,,
32886,32886,201802,Fluid Mechanics,27237,ME 3340,E,3.0,9:30 am - 10:45 am,Cyrus K  Aidun ,,,
32887,32887,201802,Fluid Mechanics,23399,ME 3340,R,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",James Brandon  Dixon ,,,
32888,32888,201802,Heat Transfer,20008,ME 3345,A,3.0,9:30 am - 10:45 am,Asegun   Henry ,,,
32889,32889,201802,Heat Transfer,20009,ME 3345,B,3.0,9:05 am - 9:55 am,Peter J.  Hesketh ,,,
32890,32890,201802,Heat Transfer,21738,ME 3345,C,3.0,3:00 pm - 4:15 pm,Yogendra Kumar  Joshi ,,,
32891,32891,201802,Heat Transfer,26312,ME 3345,D,3.0,12:20 pm - 1:10 pm,Darshan Gopalrao  Pahinkar ,,,
32892,32892,201802,Heat Transfer,27049,ME 3345,E,3.0,12:00 pm - 1:15 pm,Peter   Loutzenhiser ,,,
32893,32893,201802,Heat Transfer,22091,ME 3345,R,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Daniel Alan  Kromer ,,,
32894,32894,201802,Mangn Prod Serv Tech Dev,23409,ME 3744,TM,3.0,4:30 pm - 5:45 pm,Karthik   Ramachandran ,,,
32895,32895,201802,IC Engines,22658,ME 4011,A,3.0,9:30 am - 10:45 am,Caroline Lynn  Genzale ,,,
32896,32896,201802,Motion Systems,23373,ME 4012,A,3.0,4:30 pm - 5:20 pm,YongTae   Kim ,,,
32897,32897,201802,Computer Graphics & Cad,20372,ME 4041,A,3.0,12:00 pm - 1:15 pm,Yan   Wang ,,,
32898,32898,201802,Computer Graphics & Cad,20373,ME 4041,B,3.0,12:00 pm - 1:15 pm,Yan   Wang ,,,
32899,32899,201802,ME Systems Laboratory,26320,ME 4056,A1,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32900,32900,201802,ME Systems Laboratory,26448,ME 4056,A10,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32901,32901,201802,ME Systems Laboratory,28414,ME 4056,A11,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32902,32902,201802,ME Systems Laboratory,28657,ME 4056,A13,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32903,32903,201802,ME Systems Laboratory,29932,ME 4056,A14,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32904,32904,201802,ME Systems Laboratory,26321,ME 4056,A2,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32905,32905,201802,ME Systems Laboratory,26322,ME 4056,A3,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32906,32906,201802,ME Systems Laboratory,26323,ME 4056,A4,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32907,32907,201802,ME Systems Laboratory,26324,ME 4056,A5,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32908,32908,201802,ME Systems Laboratory,26325,ME 4056,A6,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32909,32909,201802,ME Systems Laboratory,26326,ME 4056,A7,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32910,32910,201802,ME Systems Laboratory,26327,ME 4056,A8,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32911,32911,201802,ME Systems Laboratory,26441,ME 4056,A9,3.0,11:15 am - 12:05 pm,David Edward  Torello ,,,
32912,32912,201802,ME Systems Laboratory,26328,ME 4056,B1,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32913,32913,201802,ME Systems Laboratory,26449,ME 4056,B10,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32914,32914,201802,ME Systems Laboratory,28415,ME 4056,B11,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32915,32915,201802,ME Systems Laboratory,28658,ME 4056,B13,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32916,32916,201802,ME Systems Laboratory,30408,ME 4056,B14,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32917,32917,201802,ME Systems Laboratory,26329,ME 4056,B2,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32918,32918,201802,ME Systems Laboratory,26330,ME 4056,B3,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32919,32919,201802,ME Systems Laboratory,26331,ME 4056,B4,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32920,32920,201802,ME Systems Laboratory,26332,ME 4056,B5,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32921,32921,201802,ME Systems Laboratory,26333,ME 4056,B6,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32922,32922,201802,ME Systems Laboratory,26334,ME 4056,B7,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32923,32923,201802,ME Systems Laboratory,26335,ME 4056,B8,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32924,32924,201802,ME Systems Laboratory,26442,ME 4056,B9,3.0,11:15 am - 12:05 pm,Michael R  Baldwin ,,,
32925,32925,201802,Capstone Design,20011,ME 4182,A,3.0,12:00 pm - 2:45 pm,Kathryn   Wingate ,,,
32926,32926,201802,Capstone Design,20273,ME 4182,C,3.0,3:00 pm - 5:45 pm,Berdinus A  Bras ,,,
32927,32927,201802,Capstone Design,20274,ME 4182,D,3.0,3:00 pm - 5:45 pm,Tequila A.L.  Harris ,,,
32928,32928,201802,Capstone Design,21775,ME 4182,E,3.0,3:00 pm - 5:45 pm,Cassandra   Telenko ,,,
32929,32929,201802,Capstone Design,22144,ME 4182,F,3.0,12:00 pm - 2:45 pm,Todd Aaron  Sulchek ,,,
32930,32930,201802,Capstone Design,23379,ME 4182,G,3.0,12:00 pm - 2:45 pm,Aaron   Young ,,,
32931,32931,201802,Capstone Design,27063,ME 4182,H,3.0,12:00 pm - 2:45 pm,"Kenneth A  Cunefare <a href=""mailto:ken.cunefare@me.gatech.edu""    target=""Kenneth A. Cunefare"" ><img src=""/wtlgifs/web_email.gif"" align=""middle"" alt=""E-mail"" CLASS=""headerImg"" TITLE=""E-mail""  NAME=""web_email"" HSPACE=0 VSPACE=0 BORDER=0 HEIGHT=28 WIDTH=28 /></a></td>",,,
32932,32932,201802,Capstone Design,28406,ME 4182,ID2,3.0,1:55 pm - 2:45 pm,Stephen H  Sprigle ,,,
32933,32933,201802,Capstone Design,25215,ME 4182,J,3.0,3:00 pm - 5:45 pm,Jianxin   Jiao ,,,
32934,32934,201802,Capstone Design,28779,ME 4182,K,3.0,12:00 pm - 2:45 pm,Jianxin   Jiao ,,,
32935,32935,201802,Structural Vibrations,20744,ME 4189,A,3.0,3:00 pm - 4:15 pm,Julien   Meaud ,,,
32936,32936,201802,Mech Behavior-Materials,25626,ME 4214,A,3.0,10:10 am - 11:00 am,Antonia   Antoniou ,,,
32937,32937,201802,Mech Behavior-Materials,28254,ME 4214,Q,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Antonia   Antoniou ,,,
32938,32938,201802,Mfg Process Analysis,29174,ME 4215,A,3.0,8:00 am - 9:15 am,Shreyes N  Melkote ,,,
32939,32939,201802,Energy Systems Analy&Dgn,20902,ME 4315,C,3.0,3:00 pm - 4:15 pm,Srinivas   Garimella ,,,
32940,32940,201802,Computational Fluid Dyn,30552,ME 4342,A,3.0,10:10 am - 11:00 am,Marc K  Smith ,,,
32941,32941,201802,Fund of Mechatronics,28174,ME 4405,B,3.0,8:00 am - 9:15 am,Frank Lester  Hammond ,,,
32942,32942,201802,Robotics,30894,ME 4451,A,3.0,1:55 pm - 2:45 pm,Anirban   Mazumdar ,,,
32943,32943,201802,Robotics,30895,ME 4451,B,3.0,1:55 pm - 2:45 pm,Anirban   Mazumdar ,,,
32944,32944,201802,Emg Tech Forest Bioprods,29322,ME 4730,A,3.0,4:30 pm - 5:45 pm,Peter John  Ludovice ,,,
32945,32945,201802,Tech & Mgt Cap Proj,23963,ME 4742,TM,4.0,4:30 pm - 5:45 pm,Han   Zhang ,,,
32946,32946,201802,Global Develop Capstone,29528,ME 4744,A,3.0,3:00 pm - 5:45 pm,Neha   Kumar ,,,
32947,32947,201802,Topics in Engr Practice,29778,ME 4753,Q,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Wayne Edward  Whiteman ,,,
32948,32948,201802,Topics in Engr Practice,21728,ME 4753,QAL,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Wayne Edward  Whiteman ,,,
32949,32949,201802,Topics in Engr Practice,29782,ME 4753,QEM,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Wayne Edward  Whiteman ,,,
32950,32950,201802,Topics in Engr Practice,29797,ME 4753,QGR,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Wayne Edward  Whiteman ,,,
32951,32951,201802,Topics in Engr Practice,21743,ME 4753,QKA,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Wayne Edward  Whiteman ,,,
32952,32952,201802,Topics in Engr Practice,24774,ME 4753,QOG,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Wayne Edward  Whiteman ,,,
32953,32953,201802,Topics in Engr Practice,29891,ME 4753,QPW,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Wayne Edward  Whiteman ,,,
32954,32954,201802,Topics in Engr Practice,26649,ME 4753,QRT,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Wayne Edward  Whiteman ,,,
32955,32955,201802,Elec Packaging Assembly,24716,ME 4754,A,3.0,12:20 pm - 1:10 pm,C P  Wong ,,,
32956,32956,201802,Biofluid Mechanics,27302,ME 4757,A,3.0,4:30 pm - 5:45 pm,Ajit P  Yoganathan ,,,
32957,32957,201802,Biosolid Mechanics,29176,ME 4758,A,3.0,1:30 pm - 2:45 pm,Rudolph Lawson  Gleason ,,,
32958,32958,201802,Pulp and Paper Lab,29321,ME 4767,A,3.0,3:00 pm - 5:45 pm,Rallming   Yang ,,,
32959,32959,201802,Polymer Science & Engr I,23451,ME 4775,A,3.0,3:00 pm - 4:15 pm,Zhiqun   Lin ,,,
32960,32960,201802,Polymer Science& Engr II,30647,ME 4776,B,3.0,1:30 pm - 2:20 pm,Paul Stephen  Russo ,,,
32961,32961,201802,Biosystems Analysis,21868,ME 4782,B,3.0,12:00 pm - 1:15 pm,Omer   Inan ,,,
32962,32962,201802,Composite Mater& Process,21621,ME 4793,A,3.0,9:05 am - 9:55 am,Kyriaki   Kalaitzidou ,,,
32963,32963,201802,Special Topics-Mech Engr,26354,ME 4803,CHO,3.0,4:30 pm - 5:45 pm,Seung   Choi ,,,
32964,32964,201802,Special Topics,29611,ME 4823,LEA,3.0,12:20 pm - 1:10 pm,Michael J  Leamy ,,,
32965,32965,201802,Special Topics,29339,ME 4853,VA2,3.0,3:00 pm - 3:50 pm,Michael   Varenberg ,,,
32966,32966,201802,Special Topics,31011,ME 4853,VA3,3.0,3:00 pm - 3:50 pm,Michael   Varenberg ,,,
32967,32967,201802,Designing Open Engr Sys,29177,ME 6102,A,3.0,1:30 pm - 2:45 pm,Julie   Linsey ,,,
