"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 4791 A,,,,,1,,,,,0.00 1
Civil and Environmental Engr - CEE 4803 B,22,11,,,,,,,,1 3.67 34
Civil and Environmental Engr - CEE 4803 C,7,3,1,,,,,,,3.55 11
Civil and Environmental Engr - CEE 4803 HP,16,1,,,,,,,,3.94 17
Civil and Environmental Engr - CEE 4901 FRI,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 6140 A,13,3,1,,,,,,,1 3.71 18
Civil and Environmental Engr - CEE 6231 A,16,1,1,,,,1,,2,3.83 21
Civil and Environmental Engr - CEE 6244 A,6,3,,,,,,,,3.67 9
Civil and Environmental Engr - CEE 6251 A,6,6,2,,,,,,1,3.29 15
Civil and Environmental Engr - CEE 6261 A,10,7,,,,,,,,3.59 17
Civil and Environmental Engr - CEE 6271 A,8,5,1,,,,,,,3.50 14
Civil and Environmental Engr - CEE 6281 A,7,6,1,,,,,,,3.43 14
Civil and Environmental Engr - CEE 6310 A,29,20,5,,,,,,,2 3.44 56
Civil and Environmental Engr - CEE 6311 A,25,27,7,,1,,,,,2 3.25 62
Civil and Environmental Engr - CEE 6312 A,20,24,8,3,,,,,,2 3.11 57
Civil and Environmental Engr - CEE 6345 A,12,19,4,,,,,,,2 3.23 37
Civil and Environmental Engr - CEE 6402 A,16,1,,,,,,,,3.94 17
Civil and Environmental Engr - CEE 6421 A,16,2,,,,,,,,3.89 18
Civil and Environmental Engr - CEE 6443 A,30,3,,,1,,,,1,3.79 35
Civil and Environmental Engr - CEE 6510 A,19,10,9,,,,,,,2 3.26 40
Civil and Environmental Engr - CEE 6521 A,14,18,8,,,,,,,3.15 40
Civil and Environmental Engr - CEE 6551 A,26,18,1,,,,,,,1 3.56 46
Civil and Environmental Engr - CEE 6554 A,3,2,,,,,,,,1 3.60 6
Civil and Environmental Engr - CEE 6602 A,10,6,,,,,,,,3.63 16
Civil and Environmental Engr - CEE 6621 A,5,1,,,,,,,,1 3.83 7
Civil and Environmental Engr - CEE 6623 A,5,3,,,2,,,,1,2.90 11
Civil and Environmental Engr - CEE 6625 A,17,2,,,,,1,,,3.89 20
Civil and Environmental Engr - CEE 6636 A,6,,,,1,,,,1,3.43 8
Civil and Environmental Engr - CEE 6751 A,17,,,,,,,,,4.00 17
Civil and Environmental Engr - CEE 6754 A,10,,,,,,,,,4.00 10
Civil and Environmental Engr - CEE 6790 A,4,2,4,,1,,,,,3 2.73 14
Civil and Environmental Engr - CEE 6790 A,A4,B2,C4,D,1F,I,S,U,V,W3 A2v.e7r3. To1ta4
Civil and Environmental Engr - CEE 6810 A,3,2,2,,,,,,,3.14 7
Civil and Environmental Engr - CEE 7000 A.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 BR.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 B.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 C.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 C.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 FR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 GE.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 G.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 H.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 7000 JAC,,,,,,,3,,,3
Civil and Environmental Engr - CEE 7000 JTS,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 LKS,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 LO.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 PA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 SA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 STI,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 ST.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 SU.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 TR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8094 A,,,,,,,,,88,3 91
Civil and Environmental Engr - CEE 8096 A,,,,,,,13,,,2 15
Civil and Environmental Engr - CEE 8811 A,,,,,,,17,,,17
Civil and Environmental Engr - CEE 8811 B,10,2,,,,,,,,3.83 12
Civil and Environmental Engr - CEE 8813 A,11,4,,,,,,,3,3.73 18
Civil and Environmental Engr - CEE 8813 B,5,2,,,,,,,3,3.71 10
Civil and Environmental Engr - CEE 8813 C,20,,,,,,,,,4.00 20
Civil and Environmental Engr - CEE 8813 D,3,3,,,,,,,,3.50 6
Civil and Environmental Engr - CEE 8813 E,20,5,,,,,,,1,3.80 26
Civil and Environmental Engr - CEE 8813 F,6,,1,,,,,,2,3.71 9
Civil and Environmental Engr - CEE 8813 G,3,,,,,,1,,,4.00 4
Civil and Environmental Engr - CEE 8900 A.,1,,,,,,,,,1 4.00 2
Civil and Environmental Engr - CEE 8900 B.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 C.,2,1,,,,,,,,3.67 3
Civil and Environmental Engr - CEE 8900 C.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 FR.,4,,,,,,,,,4.00 4
Civil and Environmental Engr - CEE 8900 GE.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 H.,3,,,,,,,,,4.00 3
Civil and Environmental Engr - CEE 8900 J.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 KA.,,1,,,,,,,,3.00 1
Civil and Environmental Engr - CEE 8900 K.,,1,,,,,,,,3.00 1
Civil and Environmental Engr - CEE 8900 M.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 M.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 SA.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 SP.,1,1,,,,,,,,3.50 2
Civil and Environmental Engr - CEE 8900 W.,2,2,,,1,,,,,2.80 5
Civil and Environmental Engr - CEE 8901 FR.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8901 JTS,,,1,,,,,,,2.00 1
Civil and Environmental Engr - CEE 8901 LU.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8901 M.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8901 PR.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8902 BR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 BR.,A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 8902 B.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 8902 C.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 CRI,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 G.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 8902 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 J.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 JTS,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 SC.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 8902 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 YIA,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 J.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8956 JTS,,,,,,,3,,,3
Civil and Environmental Engr - CEE 8956 LU.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8956 SC.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8956 STI,,,,,,,,,,1 1
Civil and Environmental Engr - CEE 8997 W.,,,,,,,,,1,1
Civil and Environmental Engr - CEE 9000 A.,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 A.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 A.,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 ASI,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 BA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 BR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 BR.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 B.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 C.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 C.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 CRI,,,,,,,9,,,9
Civil and Environmental Engr - CEE 9000 DE.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 ELL,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 FED,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 FR.,,,,,,,7,,,7
Civil and Environmental Engr - CEE 9000 G.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 GE.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 GE.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 G.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 G.,,,,,,,7,1,,8
Civil and Environmental Engr - CEE 9000 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 H.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 H.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 H.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 JAC,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 J.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 JTS,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 KA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 KIM,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 K.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 K.,,,,,,,10,,,10
Civil and Environmental Engr - CEE 9000 LAV,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 LKS,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 M.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 PA.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 SA.,,,,,,,8,,,8
Civil and Environmental Engr - CEE 9000 SC.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 SC.,A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 9000 SO.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 SP.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 ST.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 SU.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 TR.,,,,,,,4,,,2 6
Civil and Environmental Engr - CEE 9000 W.,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 W.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 W.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 WIL,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 W.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 YA.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 YIA,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 ZU.,,,,,,,1,,,1
Colege of Architecture - COA 1011 A1,1,14,,,,,,,,3.07 15
Colege of Architecture - COA 1011 A2,3,10,1,,,,,,,1 3.14 15
Colege of Architecture - COA 1011 A3,2,13,,,,,,,,1 3.13 16
Colege of Architecture - COA 1011 B1,3,10,3,,,,,,,3.00 16
Colege of Architecture - COA 1011 B2,2,13,1,,,,,,,3.06 16
Colege of Architecture - COA 1060 E,26,48,10,2,,,,,,2 3.14 88
Colege of Architecture - COA 2241 A,77,71,21,1,1,,11,,,3 3.30 185
Colege of Architecture - COA 2241 ID,2,5,,,,,,,,3.29 7
Colege of Architecture - COA 4010 BB,5,5,,,,,,,,3.50 10
Colege of Architecture - COA 4803 HP,8,,,,,,,,,2 4.00 10
Colege of Architecture - COA 4803 SK,6,1,,,1,,,,,3.38 8
Colege of Architecture - COA 6010 BB,4,3,,,,,,,,3.57 7
Colege of Architecture - COA 6011 EDJ,2,,,,,,,,,4.00 2
Colege of Architecture - COA 6151 PK,13,13,5,4,4,,,,,2.69 39
Colege of Architecture - COA 8672 CE,1,2,,,,,,,,3.33 3
Colege of Architecture - COA 8685 GA,1,,1,,,,1,,,3.00 3
Colege of Architecture - COA 8901 G,2,,,,,,,,,4.00 2
Colege of Architecture - COA 8903 KA2,1,,,,,,,,,4.00 1
Colege of Architecture - COA 8903 LS,,,,,,,1,,,1
Colege of Architecture - COA 8996 0,,,,,,,1,,,1
Colege of Architecture - COA 8996 CZ,,,,,,,2,,,2
Colege of Architecture - COA 8996 E,,,,,,,1,,,1
Colege of Architecture - COA 8996 G,,,,,,,1,1,,2
Colege of Architecture - COA 8996 JP,,,,,,,1,,,1
Colege of Architecture - COA 8996 JS,,,,,,,2,,,2
Colege of Architecture - COA 8996 LA,,,,,,,1,,,1
Colege of Architecture - COA 8996 LS,,,,,,,,1,,1
Colege of Architecture - COA 8996 RG,,,,,,,1,,,1
Colege of Architecture - COA 8997 CH,,,,,,,,,6,6
Colege of Architecture - COA 8997 GJ,,,,,,,,,1,1
Colege of Architecture - COA 8997 JB,,,,,,,,,1,1
Colege of Architecture - COA 8997 JL,,,,,,,,,1,1
Colege of Architecture - COA 8997 MC1,,,,,,,,,1,1
Colege of Architecture - COA 8997 PK,,,,,,,,,1,1
Colege of Architecture - COA 8997 RD,,,,,,,,,6,6
Colege of Architecture - COA 8997 RG,,,,,,,,,1,1
Colege of Architecture - COA 8997 VA,,,,,,,,,2,2
Colege of Architecture - COA 8998 A,,,,,,,,,7,7
Colege of Architecture - COA 8998 AE,,,,,,,,,2,2
Colege of Architecture - COA 8998 CR,,,,,,,,,1,1
Colege of Architecture - COA 8998 CZ,,,,,,,,,2,2
Colege of Architecture - COA 8998 EDJ,,,,,,,,,1,1
Colege of Architecture - COA 8998 JB,,,,,,,,,2,2
Colege of Architecture - COA 8998 JB1,,,,,,,,,1,1
Colege of Architecture - COA 8998 JB1,A,B,C,D,F,I,S,U,V1,W Aver. Tota1
Colege of Architecture - COA 8998 JP,,,,,,,,,1,1
Colege of Architecture - COA 8998 JS,,,,,,,,,1,1
Colege of Architecture - COA 8998 JS1,,,,,,,,,4,4
Colege of Architecture - COA 8998 MG,,,,,,,,,1,1
Colege of Architecture - COA 8998 MS,,,,,,,,,1,1
Colege of Architecture - COA 8998 RG,,,,,,,,,1,1
Colege of Architecture - COA 8999 B,,,,,,,1,,,1
Colege of Architecture - COA 8999 BF,,,,,,,1,,,1
Colege of Architecture - COA 8999 C,,,,,,,1,,,1
Colege of Architecture - COA 8999 E,,,,,,,1,,,1
Colege of Architecture - COA 8999 G,,,,,,,4,,,4
Colege of Architecture - COA 8999 GJ,,,,,,,1,,,1
Colege of Architecture - COA 8999 JB,,,,,,,2,,,2
Colege of Architecture - COA 8999 JS,,,,,,,1,,,1
Colege of Architecture - COA 8999 LS1,,,,,,,1,,,1
Colege of Architecture - COA 8999 SB,,,,,,,1,,,1
Colege of Architecture - COA 9000 0,,,,,,,1,,,1
Colege of Architecture - COA 9000 B,,,,,,,2,,,2
Colege of Architecture - COA 9000 CZ,,,,,,,1,,,1
Colege of Architecture - COA 9000 D,,,,,,,2,,,2
Colege of Architecture - COA 9000 E,,,,,,,5,,,5
Colege of Architecture - COA 9000 G,,,,,,,1,,,1
Colege of Architecture - COA 9000 JP,,,,,,,1,,,1
Colege of Architecture - COA 9000 JS,,,,,,,1,,,1
Colege of Architecture - COA 9000 LH,,,,,,,1,,,1
Colege of Architecture - COA 9000 RG,,,,,,,1,,,1
Colege of Architecture - COA 9000 SB,,,,,,,4,,,4
Colege of Engineering - COE 1000 A,,,,,,,78,,,1 79
Colege of Engineering - COE 2001 A,29,11,5,2,2,,,,,6 3.29 55
Colege of Engineering - COE 2001 B,33,9,6,2,1,,,,,3 3.39 54
Colege of Engineering - COE 2001 C,23,16,8,2,,,,,,4 3.22 53
Colege of Engineering - COE 2001 D,24,22,5,,3,,,,,3 3.19 57
Colege of Engineering - COE 2001 E,17,26,5,1,1,,,,,7 3.14 57
Colege of Engineering - COE 2001 F,13,20,10,3,1,,,,,7 2.87 54
Colege of Engineering - COE 2001 G,20,16,6,7,2,,,,,4 2.88 55
Colege of Engineering - COE 2001 H,18,24,7,1,1,,,,,4 3.12 55
Colege of Engineering - COE 2001 I,24,19,11,3,1,,,,,2 3.07 60
Colege of Engineering - COE 2001 J,22,15,12,1,1,,,,,5 3.10 56
Colege of Engineering - COE 2001 K,21,17,5,7,2,,,,,6 2.92 58
Colege of Engineering - COE 2001 L,20,20,4,1,1,,,,,9 3.24 55
Colege of Engineering - COE 2001 M,16,20,5,4,2,,,,,4 2.94 51
Colege of Engineering - COE 2001 N,20,21,6,3,,,,,,5 3.16 55
Colege of Engineering - COE 2001 O,16,22,9,3,4,,,,,3 2.80 57
Colege of Engineering - COE 2001 RMZ,10,3,2,,,,,,,1 3.53 16
Colege of Engineering - COE 3001 A,12,9,12,13,8,,,,,1 2.07 55
Colege of Engineering - COE 3001 B,18,15,7,5,,,,,,6 3.02 51
Colege of Engineering - COE 3001 C,7,12,6,9,5,,,,,15 2.18 54
Colege of Engineering - COE 3001 D,10,26,10,,1,,,,,2 2.94 49
Colege of Engineering - COE 3001 E,16,21,6,4,,,,,,3 3.04 50
Colege of Engineering - COE 3001 F,32,17,7,1,1,,,,,3 3.34 61
Colege of Engineering - COE 3001 G,9,16,21,6,,,,,,3 2.54 55
Colege of Engineering - COE 3001 H,10,9,7,5,2,,,,,1 2.61 34
Colege of Engineering - COE 3001 J,6,21,15,6,2,,,,,4 2.46 54
Colege of Engineering - COE 3001 RMZ,16,13,7,1,,,,,,3.19 37
Colege of Engineering - COE 3002 HP,14,5,,,,,,,,3.74 19
Colege of Engineering - COE 3002 TM,14,8,,,,,,,,2 3.64 24
"Computational Mod, Sim, & Data - CX 4010 A",18,5,1,,,,,,,9 3.71 33
"Computational Mod, Sim, & Data - CX 4140 A",8,9,2,1,1,,,,,4 3.05 25
"Computational Mod, Sim, & Data - CX 4140 A",A8,B9,C2,D1,1F,I,S,U,V,W4 A3v.e0r5. To2ta5
"Computational Mod, Sim, & Data - CX 4242 A",12,3,,,,,1,,1,7 3.80 24
Computational Science & Engr - CSE 6001 A,21,,,,,,,,,4.00 21
Computational Science & Engr - CSE 6010 A,23,4,,,,,,,2,4 3.85 33
Computational Science & Engr - CSE 6040 A,21,4,,,,,,,,1 3.84 26
Computational Science & Engr - CSE 6140 A,41,26,8,,,,,,1,10 3.44 86
Computational Science & Engr - CSE 6140 Q,5,2,,,,,,,,3.71 7
Computational Science & Engr - CSE 6140 .,2,,3,,,,,,,2.80 5
Computational Science & Engr - CSE 6230 A,32,5,,1,1,,1,,1,1 3.69 42
Computational Science & Engr - CSE 6230 Q,3,,,,,,,,,4.00 3
Computational Science & Engr - CSE 6241 A,7,9,1,,,,,1,2,3.35 20
Computational Science & Engr - CSE 6242 A,91,2,2,,,,,,,5 3.94 100
Computational Science & Engr - CSE 6242 Q,5,,,,,,,,,4.00 5
Computational Science & Engr - CSE 6242 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 6643 B,10,2,,,,,,,,3.83 12
Computational Science & Engr - CSE 6644 A,4,,,,,,,,3,4.00 7
Computational Science & Engr - CSE 6740 A,38,20,2,,,,,,3,2 3.60 65
Computational Science & Engr - CSE 6740 Q,3,1,,,,,,,,1 3.75 5
Computational Science & Engr - CSE 6740 .,3,3,,,,,,,,3.50 6
Computational Science & Engr - CSE 7000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 7000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 7000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8803 .,3,1,,,,,1,,,3.75 5
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,,1,,,,,,,,3.00 1
Computational Science & Engr - CSE 8903 .,2,,,,,,,,,4.00 2
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8997 .,,,,,,,,,8,8
Computational Science & Engr - CSE 8998 .,,,,,,,,,17,17
Computational Science & Engr - CSE 8999 .,3,,,,,,1,,,4.00 4
Computational Science & Engr - CSE 8999 .,2,,,,,,1,,,4.00 3
Computational Science & Engr - CSE 8999 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8999 .,2,,,,,,,,,4.00 2
Computational Science & Engr - CSE 8999 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8999 .,,,,,,,1,1,,2
Computational Science & Engr - CSE 8999 .,2,,,,,,2,,,4.00 4
Computational Science & Engr - CSE 8999 .,5,,,,,,,,,4.00 5
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,3,,,3
Computational Science & Engr - CSE 9000 .,,,,,,,3,,,3
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,2,,,2
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,2,,,2
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,6,1,,7
Computational Science & Engr - CSE 9000 .,,,,,,,2,,,2
Computer Science - CS 1100 A01,,,,,,,60,,,60
Computer Science - CS 1100 A02,,,,,,,57,1,,1 59
Computer Science - CS 1100 A03,,,,,,,59,,,59
Computer Science - CS 1100 B01,,,,,,,58,,,1 59
Computer Science - CS 1100 B01,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 1100 B02,,,,,,,59,,,59
Computer Science - CS 1100 B03,,,,,,,57,1,,58
Computer Science - CS 1171 A,,,,,,,35,13,,1 49
Computer Science - CS 1301 A01,7,12,5,,,,,,,1 3.08 25
Computer Science - CS 1301 A02,6,11,2,1,,,,,,3.10 20
Computer Science - CS 1301 A03,9,10,2,2,,,,,,2 3.13 25
Computer Science - CS 1301 A04,3,14,6,,1,,,,,1 2.75 25
Computer Science - CS 1301 A05,4,13,5,2,1,,,,,2.68 25
Computer Science - CS 1301 A06,8,12,5,,,,,,,3.12 25
Computer Science - CS 1301 A07,6,11,5,2,,,,,,1 2.88 25
Computer Science - CS 1301 B01,10,10,3,1,,,,,,1 3.21 25
Computer Science - CS 1301 B02,10,10,3,2,,,,,,3.12 25
Computer Science - CS 1301 B03,9,14,2,,,,,,,3.28 25
Computer Science - CS 1301 B04,8,12,5,,,,,,,3.12 25
Computer Science - CS 1301 B05,11,6,4,3,,,,,,1 3.04 25
Computer Science - CS 1301 B06,11,9,2,2,,,,,,3.21 24
Computer Science - CS 1301 B07,10,10,4,,,,,,,1 3.25 25
Computer Science - CS 1301 GR,,,,,,,1,,,1
Computer Science - CS 1315 A1,44,2,2,,,,,,,1 3.88 49
Computer Science - CS 1315 A2,47,3,,,,,,,,3.94 50
Computer Science - CS 1315 A3,31,6,4,1,1,,,,,1 3.51 44
Computer Science - CS 1315 B1,35,6,,,,,,,,3.85 41
Computer Science - CS 1315 B2,20,4,2,1,,,,,,2 3.59 29
Computer Science - CS 1315 B3,10,5,3,,,,,,,2 3.39 20
Computer Science - CS 1315 GR,,,,,,,2,,,2
Computer Science - CS 1315 R,4,,,,,,,,,4.00 4
Computer Science - CS 1331 A1,25,13,6,2,1,,,,,3 3.26 50
Computer Science - CS 1331 A2,19,13,4,4,4,,,,,3 2.89 47
Computer Science - CS 1331 A3,20,17,5,,4,,,,,3 3.07 49
Computer Science - CS 1331 A4,26,11,7,,4,,,,,1 3.15 49
Computer Science - CS 1331 A5,9,10,10,3,2,,,,,6 2.62 40
Computer Science - CS 1331 B1,22,12,5,3,4,,,,,4 2.98 50
Computer Science - CS 1331 B2,20,14,9,3,2,,,,,1 2.98 49
Computer Science - CS 1331 B3,25,13,4,2,,,,,,5 3.39 49
Computer Science - CS 1331 B4,22,13,5,1,2,,,,,6 3.21 49
Computer Science - CS 1331 B5,7,10,8,6,1,,,,,7 2.50 39
Computer Science - CS 1331 GR,,,,,,,2,,,2
Computer Science - CS 1332 A1,11,18,11,4,3,,,,,1 2.64 48
Computer Science - CS 1332 A2,9,19,6,4,2,,,,,5 2.73 45
Computer Science - CS 1332 A3,15,18,4,3,1,,,,,6 3.05 47
Computer Science - CS 1332 A4,15,20,5,1,3,,,,,1 2.98 45
Computer Science - CS 1332 A5,20,11,11,,1,,,,,3.14 43
Computer Science - CS 1332 B1,19,8,4,4,3,,,,,2 2.95 40
Computer Science - CS 1332 B2,16,14,4,2,,,,,,1 3.22 37
Computer Science - CS 1332 B3,18,8,7,3,2,,,,,2 2.97 40
Computer Science - CS 1332 B4,1,,,,,,,,,4.00 1
Computer Science - CS 1332 GR,,,,,,,3,,,3
Computer Science - CS 1371 A01,25,8,6,1,5,,,,,5 3.04 50
Computer Science - CS 1371 A02,27,16,,2,2,,,,,2 3.36 49
Computer Science - CS 1371 A03,17,4,6,1,3,,,,,1 3.00 32
Computer Science - CS 1371 A04,19,14,7,3,1,,,,,5 3.07 49
Computer Science - CS 1371 A05,4,6,2,2,,,,,,2 2.86 16
Computer Science - CS 1371 A06,19,11,6,3,7,,,,,3 2.70 49
Computer Science - CS 1371 B01,30,8,5,,3,,,,,3 3.35 49
Computer Science - CS 1371 B02,30,7,1,2,2,,,,,6 3.45 48
Computer Science - CS 1371 B03,27,7,5,1,5,,,,,5 3.11 50
Computer Science - CS 1371 B04,31,9,1,1,2,,,,,6 3.50 50
Computer Science - CS 1371 B05,29,12,3,,1,,,,,3 3.51 48
Computer Science - CS 1371 B05,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computer Science - CS 1371 C01,29,11,4,,2,,,,,4 3.41 50
Computer Science - CS 1371 C02,16,15,7,2,5,,,,,4 2.78 49
Computer Science - CS 1371 C03,25,11,3,4,3,,,,,3 3.11 49
Computer Science - CS 1371 C04,23,14,5,,3,,,,,5 3.20 50
Computer Science - CS 1371 C05,16,16,3,7,2,,,,,4 2.84 48
Computer Science - CS 1371 C06,15,9,8,2,5,,,,,2 2.69 41
Computer Science - CS 1371 D01,24,16,8,,,,,,,1 3.33 49
Computer Science - CS 1371 D02,16,9,5,3,5,,,,,3 2.74 41
Computer Science - CS 1371 D03,4,9,,1,1,,,,,3 2.93 18
