"",A,B,C,D,F,I,S,U,V,W Aver. Total
Center Enhancement-Teach/Learn - CETL 8.,,,,,,,12,,,2 14
Center Enhancement-Teach/Learn - CETL 8.,,,,,,,10,,,10
Center Enhancement-Teach/Learn - CETL 8.,,,,,,,15,,,1 16
Center Enhancement-Teach/Learn - CETL 8.,,,,,,,6,,,6
Center Enhancement-Teach/Learn - CETL 8.,,,,,,,1,,,1
Chemical & Biomolecular Engr - CHBE 2100.,15,22,14,2,2,,,,,4 2.84 59
Chemical & Biomolecular Engr - CHBE 2120.,10,8,7,1,1,,,,,1 2.93 28
Chemical & Biomolecular Engr - CHBE 2130.,13,7,7,1,,,,,,1 3.14 29
Chemical & Biomolecular Engr - CHBE 2699.,1,,,,,,,,,4.00 1
Chemical & Biomolecular Engr - CHBE 2699.,1,,,,,,,,,4.00 1
Chemical & Biomolecular Engr - CHBE 3130.,14,19,9,2,1,,,,,1 2.96 46
Chemical & Biomolecular Engr - CHBE 3130.,9,15,3,,,,,,,3.22 27
Chemical & Biomolecular Engr - CHBE 3200.,11,12,6,2,2,,,,,2 2.85 35
Chemical & Biomolecular Engr - CHBE 3200.,6,7,12,2,,,,,,2.63 27
Chemical & Biomolecular Engr - CHBE 3210.,13,8,5,1,,,,,,3.22 27
Chemical & Biomolecular Engr - CHBE 3225.,11,7,5,3,1,,,,,2.89 27
Chemical & Biomolecular Engr - CHBE 4200.,10,14,9,1,1,,,,,2.89 35
Chemical & Biomolecular Engr - CHBE 4200.,8,,,,,,,,,4.00 8
Chemical & Biomolecular Engr - CHBE 4210.,4,1,,,,,,,,3.80 5
Chemical & Biomolecular Engr - CHBE 4210.,3,,,,,,,,,4.00 3
Chemical & Biomolecular Engr - CHBE 4300.,9,16,3,2,,,,,,1 3.07 31
Chemical & Biomolecular Engr - CHBE 4515.,9,5,9,3,2,,,,,2.57 28
Chemical & Biomolecular Engr - CHBE 4520.,3,12,3,,1,,,,,2.84 19
Chemical & Biomolecular Engr - CHBE 4520.,5,7,4,,,,,,,3.06 16
Chemical & Biomolecular Engr - CHBE 4530.,1,2,1,2,,,,,,2.33 6
Chemical & Biomolecular Engr - CHBE 4530.,2,1,,,,,,,,3.67 3
Chemical & Biomolecular Engr - CHBE 4698.,,,,,,,,,1,1
Chemical & Biomolecular Engr - CHBE 4698.,,,,,,,,,2,2
Chemical & Biomolecular Engr - CHBE 4698.,,,,,,,,,1,1
Chemical & Biomolecular Engr - CHBE 4698.,,,,,,,,,1,1
Chemical & Biomolecular Engr - CHBE 4698.,,,,,,,,,1,1
Chemical & Biomolecular Engr - CHBE 4699.,2,,,,,,,,,4.00 2
Chemical & Biomolecular Engr - CHBE 4699.,1,,,,,,,,,4.00 1
Chemical & Biomolecular Engr - CHBE 4699.,1,,,,,,,,,4.00 1
Chemical & Biomolecular Engr - CHBE 4699.,1,,,,,,,,,4.00 1
Chemical & Biomolecular Engr - CHBE 4699.,3,,,,,,,,,4.00 3
Chemical & Biomolecular Engr - CHBE 4699.,1,,,,,,,,,4.00 1
Chemical & Biomolecular Engr - CHBE 4699.,3,,,,,,,,,4.00 3
Chemical & Biomolecular Engr - CHBE 4699.,1,,,,,,,,,4.00 1
Chemical & Biomolecular Engr - CHBE 4699.,2,,,,,,,,,4.00 2
Chemical & Biomolecular Engr - CHBE 4699.,2,,,,,,,,,4.00 2
Chemical & Biomolecular Engr - CHBE 4699.,1,,,,,,,,,4.00 1
Chemical & Biomolecular Engr - CHBE 4699.,1,,,,,,,,,4.00 1
Chemical & Biomolecular Engr - CHBE 4699.,3,,,,,,,,,4.00 3
Chemical & Biomolecular Engr - CHBE 4803.,9,2,,,,,,,,3.82 11
Chemical & Biomolecular Engr - CHBE 7000.,,,,,,,1,,,1
Chemical & Biomolecular Engr - CHBE 7000.,A,B,C,D,F,I,S,U,V,W Aver. Total
Chemical & Biomolecular Engr - CHBE 7000.,,,,,,,1,,,1
Chemical & Biomolecular Engr - CHBE 7000.,,,,,,,1,,,1
Chemical & Biomolecular Engr - CHBE 8901.,1,,,,,,,,,4.00 1
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,4,,,4
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,3,,,3
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,3,,,3
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,1,,,1
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,2,,,2
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,4,,,4
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,4,,,4
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,9,,,9
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,11,,,11
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,1,,,1
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,7,,,7
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,11,,,11
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,4,,,4
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,5,,,5
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,9,,,9
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,2,,,2
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,3,,,3
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,6,,,6
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,2,,,2
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,2,,,2
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,5,,,5
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,5,,,5
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,3,,,3
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,2,,,2
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,3,1,,4
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,2,,,2
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,5,,,5
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,5,,,5
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,5,,,5
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,5,,,5
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,2,,,2
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,4,,,4
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,,1,,1
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,5,,,5
Chemical & Biomolecular Engr - CHBE 9000.,,,,,,,2,,,2
Chemistry - CHEM 1212K A,19,13,10,2,,,,,,3.11 44
Chemistry - CHEM 1310 A,14,9,7,2,,,,,,1 3.09 33
Chemistry - CHEM 2211 A,6,7,1,,,,,,,2 3.36 16
Chemistry - CHEM 2311 A,23,29,12,2,2,,,,,5 3.01 73
Chemistry - CHEM 2311 R,,11,2,,,,,,,2.85 13
Chemistry - CHEM 2311 RBT,3,2,,,,,,,,3.60 5
Chemistry - CHEM 2312 A,28,9,10,6,,,,,,2 3.11 55
Chemistry - CHEM 2312 RBT,12,13,3,,,,,,,3.32 28
Chemistry - CHEM 2380 AB,27,32,11,,,,,,,2 3.23 72
Chemistry - CHEM 2380 RBT,18,9,,,,,,,,3.67 27
Chemistry - CHEM 2698 SAD,,,,,,,,,1,1
Chemistry - CHEM 2801 RBT,6,,,,,,,,,4.00 6
Chemistry - CHEM 3211 A,2,7,5,,2,,,,,2 2.44 18
Chemistry - CHEM 3511 A,14,12,3,1,1,,1,,,2 3.19 34
Chemistry - CHEM 4694 BAR,,,,,,,,,1,1
Chemistry - CHEM 4695 BAR,3,1,,,,,,,,3.75 4
Chemistry - CHEM 4698 FRA,,,,,,,,,1,1
Chemistry - CHEM 4698 HUD,,,,,,,,,1,1
Chemistry - CHEM 4698 LIE,,,,,,,,,3,3
Chemistry - CHEM 4698 MFN,,,,,,,,,1,1
Chemistry - CHEM 4698 MFN,A,B,C,D,F,I,S,U,V,W Aver. Total
Chemistry - CHEM 4698 STO,,,,,,,,,1,1
Chemistry - CHEM 4699 FIN,1,,,,,,,,,4.00 1
Chemistry - CHEM 4699 HUD,1,,,,,,,,,4.00 1
Chemistry - CHEM 4699 OMA,,1,,,,,,,,3.00 1
Chemistry - CHEM 4699 SOP,1,,,,,,,,,4.00 1
Chemistry - CHEM 4699 WIL,1,,,,,,,,,4.00 1
Chemistry - CHEM 4699 WU,1,,,,,,,,,4.00 1
Chemistry - CHEM 4699 ZHA,1,,,,,,,,,4.00 1
Chemistry - CHEM 8997 VH,,,,,,,,,36,36
Chemistry - CHEM 9000 ARG,,,,,,,4,,,4
Chemistry - CHEM 9000 BKR,,,,,,,1,,,1
Chemistry - CHEM 9000 BOM,,,,,,,1,,,1
Chemistry - CHEM 9000 BON,,,,,,,1,,,1
Chemistry - CHEM 9000 BOT,,,,,,,1,,,1
Chemistry - CHEM 9000 BRE,,,,,,,1,,,1
Chemistry - CHEM 9000 BRO,,,,,,,5,,,5
Chemistry - CHEM 9000 BRY,,,,,,,4,,,4
Chemistry - CHEM 9000 COL,,,,,,,7,,,7
Chemistry - CHEM 9000 DIC,,,,,,,6,,,6
Chemistry - CHEM 9000 ELS,,,,,,,8,,,8
Chemistry - CHEM 9000 ERI,,,,,,,1,,,1
Chemistry - CHEM 9000 FAH,,,,,,,3,,,3
Chemistry - CHEM 9000 FER,,,,,,,6,,,6
Chemistry - CHEM 9000 FIN,,,,,,,9,,,9
Chemistry - CHEM 9000 FRA,,,,,,,11,,,11
Chemistry - CHEM 9000 GAU,,,,,,,1,,,1
Chemistry - CHEM 9000 GUM,,,,,,,1,,,1
Chemistry - CHEM 9000 HER,,,,,,,4,,,4
Chemistry - CHEM 9000 HUD,,,,,,,6,,,6
Chemistry - CHEM 9000 JAN,,,,,,,2,,,2
Chemistry - CHEM 9000 JON,,,,,,,1,1,,2
Chemistry - CHEM 9000 KEL,,,,,,,1,,,1
Chemistry - CHEM 9000 KUB,,,,,,,1,1,,2
Chemistry - CHEM 9000 LAM,,,,,,,1,,,1
Chemistry - CHEM 9000 LAP,,,,,,,1,,,1
Chemistry - CHEM 9000 LIE,,,,,,,2,1,,3
Chemistry - CHEM 9000 LYO,,,,,,,3,,,3
Chemistry - CHEM 9000 MAR,,,,,,,12,,,12
Chemistry - CHEM 9000 ORL,,,,,,,4,,,4
Chemistry - CHEM 9000 OYE,,,,,,,5,,,5
Chemistry - CHEM 9000 PAY,,,,,,,1,,,1
Chemistry - CHEM 9000 PER,,,,,,,4,,,4
Chemistry - CHEM 9000 PPY,,,,,,,5,,,5
Chemistry - CHEM 9000 RED,,,,,,,4,,,4
Chemistry - CHEM 9000 REY,,,,,,,10,,,10
Chemistry - CHEM 9000 RUS,,,,,,,2,,,2
Chemistry - CHEM 9000 RWU,,,,,,,3,,,3
Chemistry - CHEM 9000 SAD,,,,,,,6,,,6
Chemistry - CHEM 9000 SAN,,,,,,,1,,,1
Chemistry - CHEM 9000 SCK,,,,,,,2,,,2
Chemistry - CHEM 9000 SHE,,,,,,,6,,,6
Chemistry - CHEM 9000 SOP,,,,,,,3,,,3
Chemistry - CHEM 9000 STK,,,,,,,2,,,2
Chemistry - CHEM 9000 TOL,,,,,,,2,,,2
Chemistry - CHEM 9000 WLK,,,,,,,1,,,1
Chemistry - CHEM 9000 WLM,,,,,,,4,,,4
Chemistry - CHEM 9000 XIA,,,,,,,8,,,8
Chemistry - CHEM 9000 ZHA,,,,,,,3,,,3
Chemistry - CHEM 9000 ZHA,A,B,C,D,F,I,S,U,V,W Aver. Total
Chinese - CHIN 3691 RCI,23,2,,1,,,,,,3.81 26
Chinese - CHIN 3692 RCI,21,4,1,,,,,,,3.77 26
Chinese - CHIN 3693 RCI,24,2,,,,,,,,3.92 26
Chinese - CHIN 3696 RCI,18,7,1,,,,,,,3.65 26
City Planning - CP 4020 C,17,9,2,,,,,,,3.54 28
City Planning - CP 4510 C,15,3,,,,,,,,3.83 18
City Planning - CP 4610 C,9,2,,,1,,,,,3.50 12
City Planning - CP 6514 C,14,,,,,,,,,1 4.00 15
City Planning - CP 6950 C,3,1,,,,,,,,3.75 4
City Planning - CP 7000 CR,,,,,,,2,,,2
City Planning - CP 7999 BS,,,,,,,1,,,1
City Planning - CP 7999 NL,,,,,,,1,,,1
City Planning - CP 8900 AK,1,,,,,,,,,4.00 1
City Planning - CP 8900 NB,1,,,,,,,,,4.00 1
City Planning - CP 8900 RS,1,,,,,,,,,4.00 1
City Planning - CP 8998 BS,,,,,,,,,3,3
City Planning - CP 8998 NL,,,,,,,,,1,1
City Planning - CP 8998 RS,,,,,,,,,1,1
City Planning - CP 8998 SG,,,,,,,,,2,2
City Planning - CP 8999 SG,,,,,,,1,,,1
City Planning - CP 9000 ME,,,,,,,1,,,1
City Planning - CP 9000 SF,,,,,,,1,,,1
Civil and Environmental Engr - CEE 2040 B,6,7,,,,,,,,3.46 13
Civil and Environmental Engr - CEE 3000 A,4,11,4,,,,,,,3.00 19
Civil and Environmental Engr - CEE 3040 A,9,8,10,,,,,,,1 2.96 28
Civil and Environmental Engr - CEE 3040 R.,1,,2,,,,,,,2.67 3
Civil and Environmental Engr - CEE 4090 A,11,18,,,,,,,,3.38 29
Civil and Environmental Engr - CEE 4300 A,26,4,,,,,,,,2 3.87 32
Civil and Environmental Engr - CEE 4405 C1,9,2,2,,,,,,,3.54 13
Civil and Environmental Engr - CEE 4405 C2,6,4,1,2,,,,,,3.08 13
Civil and Environmental Engr - CEE 4520 A,2,5,1,,,,,,,1 3.13 9
Civil and Environmental Engr - CEE 4600 C1,8,6,1,,,,,,,3.47 15
Civil and Environmental Engr - CEE 4600 C2,9,3,,,,,,,,3.75 12
Civil and Environmental Engr - CEE 4650 A,5,8,,,,,,,,3.38 13
Civil and Environmental Engr - CEE 4698 H.,,,,,,,,,1,1
Civil and Environmental Engr - CEE 4698 H.,,,,,,,,,1,1
Civil and Environmental Engr - CEE 4698 J.,,,,,,,,,1,1
Civil and Environmental Engr - CEE 4698 JTS,,,,,,,,,1,1
Civil and Environmental Engr - CEE 4699 C.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 FRI,3,,,,,,,,,4.00 3
Civil and Environmental Engr - CEE 4699 H.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 J.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 LKS,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 PA.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 W.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 W.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 YA.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 ZU.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4803 A,13,,,,,,,,,4.00 13
Civil and Environmental Engr - CEE 6504 A,12,,,,,,,,,4.00 12
Civil and Environmental Engr - CEE 7000 C.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 CRI,,,,,,,,,,1 1
Civil and Environmental Engr - CEE 7000 G.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 H.,,,,,,,5,,,5
Civil and Environmental Engr - CEE 7000 JAC,,,,,,,3,,,3
Civil and Environmental Engr - CEE 7000 JTS,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 JTS,A,B,C,D,F,I,S2,U,V,W Aver. Tota2l
Civil and Environmental Engr - CEE 7000 LU.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 ST.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 TR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 8900 A.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 FR.,,1,,,,,,,,3.00 1
Civil and Environmental Engr - CEE 8900 GE.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 G.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 JTS,,,,,,,2,,,2
Civil and Environmental Engr - CEE 8900 LKS,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 M.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 SU.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 TR.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 W.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8902 B.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 JTS,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 8902 PA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 TR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 A.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 B.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8956 FR.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 9000 A.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 A.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 ASI,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 BR.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 B.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 C.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 C.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 CRI,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 DE.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 ELL,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 FR.,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 GE.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 GE.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 G.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 G.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 G.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 H.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 H.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 JAC,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 J.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 JTS,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 K.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 K.,,,,,,,9,,,9
Civil and Environmental Engr - CEE 9000 LAV,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 LKS,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 PA.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 SA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 SC.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 SC.,A,B,C,D,F,I,S,U,V,W Aver. Total
Civil and Environmental Engr - CEE 9000 SP.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 ST.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 SU.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 TIE,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 TR.,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 W.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,1,,3
Civil and Environmental Engr - CEE 9000 W.,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 WIL,,,,,,,,1,,1
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 YA.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 YIA,,,,,,,4,,,4
Colege of Architecture - COA 1011 A,2,16,,1,,,,,,3.00 19
Colege of Architecture - COA 1012 A,1,15,2,,,,,,,2.94 18
Colege of Architecture - COA 1012 C1,1,,,,,,,,,4.00 1
Colege of Architecture - COA 2241 RO1,3,2,,,,,,,,3.60 5
Colege of Architecture - COA 2242 A,54,16,,,,,4,,,5 3.77 79
Colege of Architecture - COA 2242 QUP,62,8,,,2,,5,,,4 3.78 81
Colege of Architecture - COA 2242 RO1,28,24,1,,,,,,,3.51 53
Colege of Architecture - COA 2242 RO2,43,10,,,,,,,,3.81 53
Colege of Architecture - COA 2242 RO3,45,7,,1,,,,,,3.81 53
Colege of Architecture - COA 2242 SF,21,4,,,,,,,,3.84 25
Colege of Architecture - COA 3114 R,13,3,,,,,,,,3.81 16
Colege of Architecture - COA 3115 RIT,12,3,1,,,,,,,3.69 16
Colege of Architecture - COA 3116 RIT,13,3,,,,,,,,3.81 16
Colege of Architecture - COA 6114 RIT,1,1,,,,,,,,3.50 2
Colege of Architecture - COA 6115 RIT,1,1,,,,,,,,3.50 2
Colege of Architecture - COA 6116 RIT,2,,,,,,,,,4.00 2
Colege of Architecture - COA 8903 MS,2,,,,,,,,,4.00 2
Colege of Architecture - COA 8996 JS,,,,,,,1,,,1
Colege of Architecture - COA 8996 RD,,,,,,,1,,,1
Colege of Architecture - COA 8998 JS,,,,,,,,,2,2
Colege of Architecture - COA 8998 MS,,,,,,,,,1,1
Colege of Architecture - COA 8998 MS1,,,,,,,,,2,2
Colege of Architecture - COA 8998 RG,,,,,,,,,2,2
Colege of Architecture - COA 8999 GA,,,,,,,1,,,1
Colege of Architecture - COA 8999 JP,,,,,,,2,,,2
Colege of Architecture - COA 8999 JS,,,,,,,1,,,1
Colege of Architecture - COA 8999 RD,,,,,,,1,,,1
Colege of Architecture - COA 8999 RG,,,,,,,1,,,1
Colege of Architecture - COA 9000 CE,,,,,,,2,,,2
Colege of Architecture - COA 9000 CZ1,,,,,,,1,,,1
Colege of Architecture - COA 9000 G,,,,,,,1,,,1
Colege of Architecture - COA 9000 MS,,,,,,,2,,,2
Colege of Architecture - COA 9000 RG,,,,,,,1,,,1
Colege of Engineering - COE 2001 A,38,14,4,2,1,,,,,5 3.46 64
Colege of Engineering - COE 2001 D,37,24,7,2,1,,,,,4 3.32 75
Colege of Engineering - COE 2001 E,14,11,3,,,,,,,6 3.39 34
Colege of Engineering - COE 2001 QUP,11,11,4,,,,,,,3 3.27 29
Colege of Engineering - COE 2001 RCH,6,12,3,,,,,,,3.14 21
Colege of Engineering - COE 2001 RMZ,8,10,1,2,,,,,,3.14 21
Colege of Engineering - COE 2001 ROX,12,12,5,,,,,,,3.24 29
Colege of Engineering - COE 3001 B,16,17,16,2,2,,,,,8 2.81 61
Colege of Engineering - COE 3001 RCH,2,4,,,,,,,,3.33 6
Colege of Engineering - COE 3001 RMZ,12,12,3,4,1,,,,,2.94 32
Colege of Engineering - COE 3001 ROX,6,12,,,,,,,,3.33 18
Colege of Engineering - COE 3001 TBD,3,2,1,,2,,,,,2.50 8
Colege of Engineering - COE 3001 TBD,A,B,C,D,F,I,S,U,V,W Aver. Total
Computational Science & Engr - CSE 7000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8803 .,4,,,,,,,,,4.00 4
Computational Science & Engr - CSE 8803 .,4,,,,,,,,,4.00 4
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8998 .,,,,,,,,,6,6
Computational Science & Engr - CSE 8999 .,,2,,,,,1,,,3.00 3
Computational Science & Engr - CSE 8999 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,1,,,,,,1,,,4.00 2
Computational Science & Engr - CSE 8999 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8999 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 9000 .,,,,,,,2,,,2
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,3,,,3
Computer Science - CS 1171 A,,,,,,,3,2,,4 9
Computer Science - CS 1301 A1,7,2,3,,2,,,,,2.86 14
Computer Science - CS 1301 A2,8,4,1,1,,,,,,2 3.36 16
Computer Science - CS 1301 GR,,,,,,,3,,,3
Computer Science - CS 1315 A1,31,7,3,,,,,,,5 3.68 46
Computer Science - CS 1315 A2,7,2,1,1,,,,,,1 3.36 12
Computer Science - CS 1315 GR,,,,,,,3,,,3
Computer Science - CS 1315 R,19,1,,,,,,,,3.95 20
Computer Science - CS 1331 A1,14,20,6,2,2,,,,,5 2.95 49
Computer Science - CS 1331 A2,21,18,8,1,1,,,,,3.16 49
Computer Science - CS 1331 A3,17,15,9,4,1,,,,,2 2.93 48
Computer Science - CS 1331 GR,,,,,,,5,,,1 6
Computer Science - CS 1332 A1,29,7,1,,3,,,,,1 3.48 41
Computer Science - CS 1332 A2,27,9,4,3,3,,,,,1 3.17 47
Computer Science - CS 1332 GR,,,,,,,2,,,2
Computer Science - CS 1371 A01,17,10,8,6,3,,,,,1 2.73 45
Computer Science - CS 1371 A02,4,6,2,1,2,,,,,3 2.60 18
Computer Science - CS 1371 A03,13,9,4,5,3,,,,,3 2.71 37
Computer Science - CS 1371 A04,6,1,2,1,,,,,,3.20 10
Computer Science - CS 1371 A05,11,10,8,1,4,,,,,3 2.68 37
Computer Science - CS 1371 LSS,6,3,4,,2,,,,,2.73 15
Computer Science - CS 1371 SF1,5,9,5,,1,,,,,2.85 20
Computer Science - CS 1801 A,,,,,,,1,,,1
Computer Science - CS 2050 A,12,16,9,2,1,,,,,4 2.90 44
Computer Science - CS 2050 RBA,10,8,1,1,,,,,,3.35 20
Computer Science - CS 2110 A,19,14,11,3,1,,,,,5 2.98 53
Computer Science - CS 2200 A,24,15,10,2,2,,,,,9 3.08 62
Computer Science - CS 2200 GR,,,,,,,3,,,3
Computer Science - CS 2316 A,39,8,7,3,,,,,,2 3.46 59
Computer Science - CS 2316 GR,,,,,,,2,,,2
Computer Science - CS 2316 R,17,3,1,,,,,,,3.76 21
Computer Science - CS 2340 A,56,4,1,,,,,,,1 3.90 62
Computer Science - CS 2699 K10,1,,,,,,,,,4.00 1
Computer Science - CS 2803 DWD,3,,,,,,,,,4.00 3
Computer Science - CS 3251 A,16,7,3,,2,,,,,1 3.25 29
Computer Science - CS 3300 A,11,5,1,,,,,,,3.59 17
Computer Science - CS 3311 JDA,24,,,,,,,,,4.00 24
Computer Science - CS 3312 JIA,5,,,,,,,,,1 4.00 6
Computer Science - CS 3451 A,9,6,1,,1,,,,,4 3.29 21
Computer Science - CS 3451 A,A,B,C,D,F,I,S,U,V,W Aver. Total
