"",A,B,C,D,F,I,S,U,V,W Aver. Total
Electrical & Computer Engr - ECE 2020 A,27,7,2,,,,,,,3.69 36
Electrical & Computer Engr - ECE 2020 B,10,19,6,,1,,,,,1 3.03 37
Electrical & Computer Engr - ECE 2020 RMZ,5,6,5,1,,,,,,1 2.88 18
Electrical & Computer Engr - ECE 2026 A,14,10,10,2,3,,,,,3 2.77 42
Electrical & Computer Engr - ECE 2031 A,13,27,4,,,,,,,2 3.20 46
Electrical & Computer Engr - ECE 2031 CS,4,4,,,,,,,,2 3.50 10
Electrical & Computer Engr - ECE 2035 A,7,9,12,2,3,,,,,3 2.45 36
Electrical & Computer Engr - ECE 2036 A,18,17,7,,1,,,,,2 3.19 45
Electrical & Computer Engr - ECE 2040 A,10,6,4,,,,,,,1 3.30 21
Electrical & Computer Engr - ECE 2040 B,8,9,5,2,,,,,,2.96 24
Electrical & Computer Engr - ECE 2699 G04,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 2801 ROX,6,11,,,,,,,,3.35 17
Electrical & Computer Engr - ECE 2902 G01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3005 A,,,,,,,52,2,,1 55
Electrical & Computer Engr - ECE 3006 A,,,,,,,,,9,9
Electrical & Computer Engr - ECE 3020 A,6,6,7,,1,,,,,3 2.80 23
Electrical & Computer Engr - ECE 3020 QUP,1,3,,,,,,,,3.25 4
Electrical & Computer Engr - ECE 3025 A,15,23,9,3,,,,,,1 3.00 51
Electrical & Computer Engr - ECE 3025 QUP,6,7,2,,,,,,,1 3.27 16
Electrical & Computer Engr - ECE 3025 RMZ,5,7,,,,,,,,3.42 12
Electrical & Computer Engr - ECE 3030 A,3,6,2,3,1,,,,,1 2.47 16
Electrical & Computer Engr - ECE 3040 A,13,12,10,6,3,,,,,7 2.59 51
Electrical & Computer Engr - ECE 3043 A,15,20,2,,,,,,,2 3.35 39
Electrical & Computer Engr - ECE 3056 A,11,10,4,,1,,,,,3 3.15 29
Electrical & Computer Engr - ECE 3072 A,16,16,9,1,,,,,,1 3.12 43
Electrical & Computer Engr - ECE 3077 A,11,3,4,,,,,,,3 3.39 21
Electrical & Computer Engr - ECE 3084 A,15,7,10,1,,,,,,4 3.09 37
Electrical & Computer Engr - ECE 3084 RMZ,5,5,2,,,,,,,3.25 12
Electrical & Computer Engr - ECE 3450 A,4,4,1,1,,,,,,3.10 10
Electrical & Computer Engr - ECE 3550 A,7,11,6,1,,,,,,2 2.96 27
Electrical & Computer Engr - ECE 3550 A,A,B,C,D,F,I,S,U,V,W Aver. Total
Electrical & Computer Engr - ECE 3550 QUP,1,3,1,1,1,,,,,1 2.29 8
Electrical & Computer Engr - ECE 3710 A,14,12,10,1,2,,,,,4 2.90 43
Electrical & Computer Engr - ECE 3710 B,16,13,6,2,2,,,,,4 3.00 43
Electrical & Computer Engr - ECE 3710 C,21,11,1,,2,,,,,9 3.40 44
Electrical & Computer Engr - ECE 3710 QUP,6,8,1,,,,,,,4 3.33 19
Electrical & Computer Engr - ECE 3710 RCH,9,5,,,,,,,,3.64 14
Electrical & Computer Engr - ECE 3710 RLI,4,15,,,,,,,,3.21 19
Electrical & Computer Engr - ECE 3710 RMZ,15,16,3,1,,,,,,3.29 35
Electrical & Computer Engr - ECE 3710 ROX,6,11,,,,,,,,3.35 17
Electrical & Computer Engr - ECE 3741 L01,8,5,,,,,,,,3.62 13
Electrical & Computer Engr - ECE 3741 L02,6,10,,,,,,,,3.38 16
Electrical & Computer Engr - ECE 3741 L03,5,1,,,,,,,,3.83 6
Electrical & Computer Engr - ECE 3741 L04,6,7,,,,,,,,3.46 13
Electrical & Computer Engr - ECE 3741 L05,3,9,,,,,,,,3.25 12
Electrical & Computer Engr - ECE 3741 L06,4,7,,,,,,,,3.36 11
Electrical & Computer Engr - ECE 3952 A08,,1,,,,,,,,3.00 1
Electrical & Computer Engr - ECE 3952 A11,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3952 G04,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4011 A05,10,8,3,,1,,,,,3.18 22
Electrical & Computer Engr - ECE 4011 A06,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 4043 A,6,1,,1,,,,,,2 3.50 10
Electrical & Computer Engr - ECE 4100 A,1,1,4,1,2,,,,,1 1.78 10
Electrical & Computer Engr - ECE 4391 A,5,3,3,,,,,,,3.18 11
Electrical & Computer Engr - ECE 4550 A,9,8,3,,,,,,,3 3.30 23
Electrical & Computer Engr - ECE 4698 02,,,,,,,,,1,1
Electrical & Computer Engr - ECE 4698 03,,,,,,,,,1,1
Electrical & Computer Engr - ECE 4698 05,,,,,,,,,1,1
Electrical & Computer Engr - ECE 4699 A08,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4699 H09,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4699 V06,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4751 A,7,5,6,,1,,,,,2.89 19
Electrical & Computer Engr - ECE 4752 A,11,6,6,,1,,,,,3.08 24
Electrical & Computer Engr - ECE 4753 QIN,5,2,,,,,,,,3.71 7
Electrical & Computer Engr - ECE 4893 A,9,2,,,1,,,,,3.50 12
Electrical & Computer Engr - ECE 4901 C09,11,,,,,,,,,4.00 11
Electrical & Computer Engr - ECE 4902 C09,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4951 K07,,,,,,,,,,1 1
Electrical & Computer Engr - ECE 4952 A08,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4952 S12,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 6100 A,1,2,,,,,,,,1 3.33 4
Electrical & Computer Engr - ECE 6132 A,4,1,2,,,,,,,2 3.29 9
Electrical & Computer Engr - ECE 6390 A,18,10,2,,,,,,,2 3.53 32
Electrical & Computer Engr - ECE 6390 Q,7,8,1,,,,,,,3.38 16
Electrical & Computer Engr - ECE 6453 A,4,,,,,,,,,1 4.00 5
Electrical & Computer Engr - ECE 6500 RSH,8,5,,,,,,,,3.62 13
Electrical & Computer Engr - ECE 6520 A,14,4,,,,,,,,3.78 18
Electrical & Computer Engr - ECE 6520 Q,3,2,,,,,,,,1 3.60 6
Electrical & Computer Engr - ECE 6550 Q,8,11,,,,,,,,3.42 19
Electrical & Computer Engr - ECE 6550 RSH,12,3,,,,,,,,3.80 15
Electrical & Computer Engr - ECE 6553 RSH,8,3,,,,,,,,3.73 11
Electrical & Computer Engr - ECE 6601 A,10,16,,,,,,,,5 3.38 31
Electrical & Computer Engr - ECE 6601 Q,,5,1,,,,,,,2.83 6
Electrical & Computer Engr - ECE 7000 A07,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 B25,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 C10,,,,,,,3,,,3
Electrical & Computer Engr - ECE 7000 H04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 I02,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 L06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 L06,A,B,C,D,F,I,S,U,V,W Aver. Total
Electrical & Computer Engr - ECE 7000 M07,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 M19,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 R03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 R11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 S08,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 S18,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 T02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 Y03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7055 RSH,,,,,,,,,25,25
Electrical & Computer Engr - ECE 7142 A,8,1,,,,,,,,3.89 9
Electrical & Computer Engr - ECE 7142 Q,6,1,1,,,,,,,3.63 8
Electrical & Computer Engr - ECE 8751 A,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8803 QSE,10,17,1,,,,,,,3.32 28
Electrical & Computer Engr - ECE 8893 A,8,,,,,,,,,4.00 8
Electrical & Computer Engr - ECE 8900 A01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 A12,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 A14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B20,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 B25,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 G04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 H03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 I01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 I02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 M07,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 M15,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 M19,,,,,,,,,,1 1
Electrical & Computer Engr - ECE 8900 P05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 Q01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 R01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 R04,,,,,,,6,,,6
Electrical & Computer Engr - ECE 8900 S05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 T02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 8900 V06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 Y01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 Y02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 Z05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 Z06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 Z07,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8901 816,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8901 B23,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 316,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 A09,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 A11,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 B24,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 B25,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 C03,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 D06,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 D10,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 E01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 E02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 E03,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 G04,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 I01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 K02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 M07,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 N01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 S19,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 T02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 T02,A1,B,C,D,F,I,S,U,V,W A4v.e0r0. Tota1l
Electrical & Computer Engr - ECE 8997 ATL,,,,,,,,,33,33
Electrical & Computer Engr - ECE 8998 ATL,,,,,,,,,294,294
Electrical & Computer Engr - ECE 8998 GTL,,,,,,,,,1,1
Electrical & Computer Engr - ECE 8999 ATL,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 308,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 309,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 310,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 314,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 A01,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 A02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 A07,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 A08,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 A09,,,,,,,10,1,,11
Electrical & Computer Engr - ECE 9000 A11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 A12,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 A13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B02,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 B03,,,,,,,,2,,2
Electrical & Computer Engr - ECE 9000 B09,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B15,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 B18,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B20,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B21,,,,,,,12,,,12
Electrical & Computer Engr - ECE 9000 B22,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B23,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B25,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 C02,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 C03,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 C05,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 C08,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C10,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 C11,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C12,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 C13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 C14,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C15,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 C16,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 D02,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 D06,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 D07,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 D08,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 D09,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D10,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 D12,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 E01,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 E02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 F04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 F09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 G01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 G04,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 G05,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 H01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 H03,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 H04,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 H05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 H13,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 I01,,,,,,,3,1,,4
Electrical & Computer Engr - ECE 9000 I01,A,B,C,D,F,I,S,U,V,W Aver. Total
Electrical & Computer Engr - ECE 9000 I02,,,,,,,,1,,1
Electrical & Computer Engr - ECE 9000 J06,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 K05,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 K06,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 K09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 K10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 L04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 L05,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 L06,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 L07,,,,,,,,2,,2
Electrical & Computer Engr - ECE 9000 L08,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 M03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 M06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M07,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 M13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M14,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 M15,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M17,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 M18,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 M19,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 N01,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 P05,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 Q01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 R01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R03,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 R04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 R05,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R08,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R09,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 R11,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 S05,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 S10,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 S11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S18,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 S19,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 T01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 T02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 T04,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 T10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 T11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 V03,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 V06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 W01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 W03,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 W05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 W08,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 W10,,,,,,,,4,,4
Electrical & Computer Engr - ECE 9000 Y01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 Y02,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 Z02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 Z05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 Z06,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 Z07,,,,,,,2,,,2
English - ENGL 1101 SF1,16,7,,,,,,,,3.70 23
English - ENGL 1101 SF2,12,9,2,,,,,,,3.43 23
English - ENGL 1101 SF3,22,,,,,,,,,4.00 22
English - ENGL 1101 SF4,23,,,,,,,,,4.00 23
English - ENGL 1101 SF4,A,B,C,D,F,I,S,U,V,W Aver. Total
English - ENGL 1101 SPC,1,,,,,,,,,4.00 1
English - ENGL 1102 LS1,9,7,1,1,3,,,,,2.86 21
English - ENGL 1102 LS2,15,,,,,,,,,1 4.00 16
English - ENGL 1102 SF1,22,2,,,,,,,,3.92 24
French - FREN 1001 R,21,,1,,,,,,1,3.91 23
French - FREN 1001 R2,19,7,,,,,1,,,3.73 27
French - FREN 1001 RBT,2,1,1,,,,,,,3.25 4
French - FREN 1002 R,22,3,,,,,1,,,3.88 26
French - FREN 2001 R,6,1,,,,,1,,,3.86 8
French - FREN 2005 RLY,2,,,,,,,,,4.00 2
French - FREN 3014 R,6,,,,,,,,,4.00 6
French - FREN 3691 RLY,17,,,,,,,,,4.00 17
French - FREN 3692 RLY,15,,,,,,,,,4.00 15
French - FREN 3693 RLY,15,,,,,,,,,4.00 15
French - FREN 3694 RLY,11,,,,,,,,,4.00 11
Georgia Tech - GT 2694 A,,,,,,,,,1,1
Georgia Tech - GT 4694 A,,,,,,,,,22,22
Georgia Tech - GT 4823 A,7,,,,,,,,,4.00 7
Georgia Tech Lorraine - GTL 2000 R,237,,,,,,,,,2 4.00 239
German - GRMN 1001 B,2,5,,,,,2,,1,3.29 10
German - GRMN 1002 B,4,6,,,,,1,,,4 3.40 15
German - GRMN 2001 E,2,2,2,,,,1,,,3.00 7
German - GRMN 3695 RGR,15,11,,,,,,,,3.58 26
German - GRMN 3696 RGR,19,6,1,,,,,,,3.69 26
German - GRMN 4010 A,1,,,,,,,,,4.00 1
German - GRMN 4693 RGR,16,7,1,,,,,,,3.63 24
German - GRMN 4813 RGR,11,14,,,,,,,,3.44 25
History - HIST 2111 A,18,15,6,1,,,,,,5 3.25 45
History - HIST 2111 B,7,9,,,,,,,,3.44 16
History - HIST 2112 A,5,3,2,,,,,,,1 3.30 11
History - HIST 2112 B,38,9,7,,,,,,,1 3.57 55
History - HIST 2112 QUP,21,7,,,,,,,,1 3.75 29
History - HIST 2112 SF1,28,8,,,,,,,,3.78 36
"History, Technology & Society - HTS 2002 A",13,1,,,1,,2,,,3.67 17
"History, Technology & Society - HTS 2007 B",4,5,2,,,,1,,,3.18 12
"History, Technology & Society - HTS 2007 S.",22,2,3,1,,,,,,3.61 28
"History, Technology & Society - HTS 2041 A",5,8,1,,,,1,,,1 3.29 16
"History, Technology & Society - HTS 2041 S.",18,7,1,,,,,,,3.65 26
"History, Technology & Society - HTS 2061 R",17,9,1,,,,,,,3.59 27
"History, Technology & Society - HTS 2062 R",18,2,,,,,,,,3.90 20
"History, Technology & Society - HTS 2084 R",14,5,2,,,,,,,3.57 21
"History, Technology & Society - HTS 2084 R.",20,8,,,,,,,,3.71 28
"History, Technology & Society - HTS 2084 R.",15,5,,,,,,,,3.75 20
"History, Technology & Society - HTS 3009 A",12,5,,,,,1,,1,1 3.71 20
"History, Technology & Society - HTS 3015 A",15,13,2,,,,1,,,3.43 31
"History, Technology & Society - HTS 3015 .",14,10,1,,,,,,,1 3.52 26
"History, Technology & Society - HTS 3032 R",16,8,1,,,,,,,3.60 25
"History, Technology & Society - HTS 3033 R",3,5,1,,,,,,,3.22 9
"History, Technology & Society - HTS 3065 A",30,5,,1,,,1,,,2 3.78 39
"History, Technology & Society - HTS 3068 A",2,3,1,,,,,,,1 3.17 7
"History, Technology & Society - HTS 3068 SF",17,10,1,,,,,,,3.57 28
"History, Technology & Society - HTS 3080 R",10,3,1,,,,,,,3.64 14
"History, Technology & Society - HTS 3086 A",11,3,,,,,,,,3.79 14
"History, Technology & Society - HTS 4990 .",,,,,,,1,,,1
"History, Technology & Society - HTS 8902 A",1,1,,,,,,,,3.50 2
"History, Technology & Society - HTS 8998 A",,,,,,,,,2,2
"History, Technology & Society - HTS 9000 A",,,,,,,3,,,3
Industrial & Systems Engr - ISYE 2027 A,14,15,10,1,2,,,,,2.90 42
Industrial & Systems Engr - ISYE 2027 A,A,B,C,D,F,I,S,U,V,W Aver. Total
Industrial & Systems Engr - ISYE 2028 A,18,16,4,,,,,,1,3.37 39
Industrial & Systems Engr - ISYE 2028 QUP,2,,3,,,,,,,1 2.80 6
Industrial & Systems Engr - ISYE 2028 R,10,4,1,,,,,,,3.60 15
Industrial & Systems Engr - ISYE 2699 JJB,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 3025 A,17,24,12,1,1,,,,,5 3.00 60
Industrial & Systems Engr - ISYE 3025 QUP,8,12,1,,,,,,,3.33 21
Industrial & Systems Engr - ISYE 3025 R,9,13,19,,,,,,,2.76 41
Industrial & Systems Engr - ISYE 3039 A,15,13,4,4,1,,,,,7 3.00 44
Industrial & Systems Engr - ISYE 3039 R,17,6,3,,,,,,,3.54 26
Industrial & Systems Engr - ISYE 3044 A,14,21,7,,1,,,,,2 3.09 45
Industrial & Systems Engr - ISYE 3103 A,16,20,7,4,,,,,,1 3.02 48
Industrial & Systems Engr - ISYE 3103 R,6,12,2,,,,,,,3.20 20
Industrial & Systems Engr - ISYE 3104 A,15,18,8,4,,,,,,1 2.98 46
Industrial & Systems Engr - ISYE 3133 A,32,24,7,,1,,,,,1 3.34 65
Industrial & Systems Engr - ISYE 3232 A,18,18,15,4,1,,,,,4 2.86 60
Industrial & Systems Engr - ISYE 3770 A,21,10,14,4,1,,,,,7 2.92 57
Industrial & Systems Engr - ISYE 3770 R1,21,14,1,,,,,,,3.56 36
Industrial & Systems Engr - ISYE 3770 R2,24,7,5,,,,,,,3.53 36
Industrial & Systems Engr - ISYE 4031 A,15,9,5,5,2,,,,,2 2.83 38
Industrial & Systems Engr - ISYE 4311 R,2,5,3,1,,,,,,1 2.73 12
Industrial & Systems Engr - ISYE 4698 NS,,,,,,,,,1,1
Industrial & Systems Engr - ISYE 4699 FOL,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4699 LEE,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4699 SUN,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 4699 ZHA,2,,,,,,,,,1 4.00 3
Industrial & Systems Engr - ISYE 4800 A,,,,,,,,,158,158
Industrial & Systems Engr - ISYE 4800 B,,,,,,,,,3,3
Industrial & Systems Engr - ISYE 4803 R,6,12,2,,,,,,,3.20 20
Industrial & Systems Engr - ISYE 4803 SK,4,4,1,,,,,,,3.33 9
Industrial & Systems Engr - ISYE 4813 R,2,6,,,,,,,,3.25 8
Industrial & Systems Engr - ISYE 6202 QSH,3,1,,,,,,,,3.75 4
Industrial & Systems Engr - ISYE 6341 A,38,5,,,,,,,,3.88 43
Industrial & Systems Engr - ISYE 6342 A,21,22,,,,,,,,3.49 43
Industrial & Systems Engr - ISYE 6414 A,20,7,1,,,,,,,1 3.68 29
Industrial & Systems Engr - ISYE 6414 Q,12,7,,,,,,,,3.63 19
Industrial & Systems Engr - ISYE 6644 Q,5,2,1,,,,,,,3.50 8
Industrial & Systems Engr - ISYE 6644 SK,5,5,,,,,,,,1 3.50 11
Industrial & Systems Engr - ISYE 6739 Q,8,7,,,,,,,,3.53 15
Industrial & Systems Engr - ISYE 8900 LUJ,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 MCG,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 8900 PAY,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 RB,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 SER,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 SHI,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 TD,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 XIE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 ZHA,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8900 ZOC,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 AHM,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 AYE,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 8901 DEN,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 POK,1,,,,,,1,,,4.00 2
Industrial & Systems Engr - ISYE 9000 AHM,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 AYE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 AYH,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 BAR,,,,,,,1,,,1
