"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 9000 B16,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B18,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B20,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B21,,,,,,,13,,,13
Electrical & Computer Engr - ECE 9000 B22,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B23,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B25,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 B25,A,B,C,D,F,I,S4,U,V,W Aver. Tota4
Electrical & Computer Engr - ECE 9000 C02,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 C03,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 C05,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 C08,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 C10,,,,,,,11,,,11
Electrical & Computer Engr - ECE 9000 C11,,,,,,,5,1,,6
Electrical & Computer Engr - ECE 9000 C12,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 C14,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C15,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 C16,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 D06,,,,,,,6,1,,7
Electrical & Computer Engr - ECE 9000 D07,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D08,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 D09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 D10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D12,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 D14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 E01,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 E02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 E04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 F04,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 F08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 G01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 G04,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 G05,,,,,,,8,1,,9
Electrical & Computer Engr - ECE 9000 H01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 H03,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 H04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 H13,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 H14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 I01,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 I02,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 J04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 J06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 K02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 K05,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 K06,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 K10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 L04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 L05,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 L06,,,,,,,1,1,,2
Electrical & Computer Engr - ECE 9000 L08,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 M04,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 M07,,,,,,,12,,,12
Electrical & Computer Engr - ECE 9000 M10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M13,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 M14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M15,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M17,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 M18,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 M19,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 N01,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 O01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 P02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 P05,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 Q01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 Q01,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 9000 R01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 R03,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 R04,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R05,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 R08,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 R09,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R11,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 S03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S10,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 S11,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 S17,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S18,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 S19,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 S22,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 T01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 T02,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 T04,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 T11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 V01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 V03,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 V06,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 W01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 W03,,,,,,,,1,,1
Electrical & Computer Engr - ECE 9000 W05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 W06,,,,,,,,1,,1
Electrical & Computer Engr - ECE 9000 W08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 W10,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 Y01,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 Y02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 Y03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 Z02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 Z05,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 Z06,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 Z07,,,,,,,2,,,2
English - ENGL 1101 A,3,16,3,2,,,,,,1 2.83 25
English - ENGL 1101 A1,3,15,5,,,,,,,1 2.91 24
English - ENGL 1101 A4,16,8,,,,,,,,3.67 24
English - ENGL 1101 B,17,7,,,,,,,,1 3.71 25
English - ENGL 1101 B2,16,4,2,,,,,,,1 3.64 23
English - ENGL 1101 B3,20,4,,,,,,,,3.83 24
English - ENGL 1101 B4,10,14,,,1,,,,,3.28 25
English - ENGL 1101 C,20,3,1,,,,,,,1 3.79 25
English - ENGL 1101 C2,22,3,,,,,,,,3.88 25
English - ENGL 1101 D3,5,19,,,,,,,,1 3.21 25
English - ENGL 1101 D5,18,5,,,,,,,,2 3.78 25
English - ENGL 1101 E2,11,2,,,2,,,,,1 3.33 16
English - ENGL 1101 F2,21,3,1,,,,,,,3.80 25
English - ENGL 1101 F3,5,15,5,,,,,,,3.00 25
English - ENGL 1101 F4,23,2,,,,,,,,3.92 25
English - ENGL 1101 F5,8,12,1,,,,,,,2 3.33 23
English - ENGL 1101 G,16,7,1,,,,,,,1 3.63 25
English - ENGL 1101 G1,23,2,,,,,,,,3.92 25
English - ENGL 1101 G2,12,7,1,,,,,,,3.55 20
English - ENGL 1101 G3,24,1,,,,,,,,3.96 25
English - ENGL 1101 H,18,7,,,,,,,,3.72 25
English - ENGL 1101 HP1,12,,,,,,,,,4.00 12
English - ENGL 1101 HP1,A,B,C,D,F,I,S,U,V,W Aver. Tota
English - ENGL 1101 HP2,3,13,,,,,,,,1 3.19 17
English - ENGL 1101 I,11,13,1,,,,,,,3.40 25
English - ENGL 1101 J1,17,8,,,,,,,,3.68 25
English - ENGL 1101 J2,4,11,1,,,,,,,3.19 16
English - ENGL 1101 J4,10,13,1,,,,,,,3.38 24
English - ENGL 1101 J5,8,13,2,,,,,,,3.26 23
English - ENGL 1101 K,20,2,3,,,,,,,3.68 25
English - ENGL 1101 K1,17,7,1,,,,,,,3.64 25
English - ENGL 1101 L,24,,1,,,,,,,3.92 25
English - ENGL 1101 L1,18,2,,,,,,,,1 3.90 21
English - ENGL 1101 L2,15,10,,,,,,,,3.60 25
English - ENGL 1101 M1,6,13,1,,,,,,,3.25 20
English - ENGL 1101 N1,2,22,1,,,,,,,3.04 25
English - ENGL 1101 N2,25,,,,,,,,,4.00 25
English - ENGL 1101 N3,21,4,,,,,,,,3.84 25
English - ENGL 1101 N4,19,4,1,,,,,,,1 3.75 25
English - ENGL 1101 N5,10,14,1,,,,,,,3.36 25
English - ENGL 1101 P1,13,9,1,,1,,,,,3.38 24
English - ENGL 1101 P2,12,12,1,,,,,,,3.44 25
English - ENGL 1101 P3,25,,,,,,,,,4.00 25
English - ENGL 1101 P4,12,11,2,,,,,,,3.40 25
English - ENGL 1102 A2,2,21,1,1,,,,,,2.96 25
English - ENGL 1102 A3,13,7,4,1,,,,,,3.28 25
English - ENGL 1102 B,18,6,,,,,,,,3.75 24
English - ENGL 1102 B1,14,10,,,,,,,,1 3.58 25
English - ENGL 1102 B2,13,11,,,,,,,,1 3.54 25
English - ENGL 1102 B4,14,10,1,,,,,,,3.52 25
English - ENGL 1102 C,14,9,1,1,,,,,,3.44 25
English - ENGL 1102 D1,8,16,,,,,,,,1 3.33 25
English - ENGL 1102 D2,18,5,1,,,,,,,1 3.71 25
English - ENGL 1102 D3,12,10,1,,2,,,,,3.20 25
English - ENGL 1102 D4,9,10,1,,,,,,,5 3.40 25
English - ENGL 1102 E,20,5,,,,,,,,3.80 25
English - ENGL 1102 E1,18,6,,,,,,,,1 3.75 25
English - ENGL 1102 F1,17,7,,,1,,,,,3.56 25
English - ENGL 1102 F2,25,,,,,,,,,4.00 25
English - ENGL 1102 F4,21,3,,,,,,,,3.88 24
English - ENGL 1102 G,19,6,,,,,,,,3.76 25
English - ENGL 1102 G1,14,10,,,,,,,,1 3.58 25
English - ENGL 1102 G2,15,9,1,,,,,,,3.56 25
English - ENGL 1102 G3,24,,,,1,,,,,3.84 25
English - ENGL 1102 G4,19,5,1,,,,,,,3.72 25
English - ENGL 1102 HP1,15,5,,,,,,,,3.75 20
English - ENGL 1102 HP2,14,6,,,,,,,,3.70 20
English - ENGL 1102 HP3,18,2,,,,,,,,3.90 20
English - ENGL 1102 HP4,19,,,,,,,,,4.00 19
English - ENGL 1102 J,13,11,1,,,,,,,3.48 25
English - ENGL 1102 J1,12,12,,1,,,,,,3.40 25
English - ENGL 1102 J2,13,11,,,,,,,,1 3.54 25
English - ENGL 1102 K,21,2,1,,,,,,,1 3.83 25
English - ENGL 1102 L,9,14,,1,,,,,,1 3.29 25
English - ENGL 1102 L2,22,,,,1,,,,,3.83 23
English - ENGL 1102 L3,20,4,,,,,,,,1 3.83 25
English - ENGL 1102 N,12,10,,1,,,,,,2 3.43 25
English - ENGL 1102 N1,24,1,,,,,,,,3.96 25
English - ENGL 1102 N4,12,11,,1,1,,,,,3.28 25
English - ENGL 1102 P,21,,,,,,,,,1 4.00 22
English - ENGL 1102 P1,15,8,,,2,,,,,3.36 25
English - ENGL 1102 P1,A,B,C,D,F,I,S,U,V,W Aver. Tota
English - ENGL 1102 P2,7,15,3,,,,,,,3.16 25
English - ENGL 1102 P3,20,3,2,,,,,,,3.72 25
English - ENGL 1102 P4,16,6,,,1,,,,,2 3.57 25
French - FREN 1001 C,17,5,,,,,,,,2 3.77 24
French - FREN 1001 D,17,7,,,,,,,,1 3.71 25
French - FREN 1001 E,13,7,1,1,1,,1,,,1 3.30 25
French - FREN 1001 F,19,3,1,1,1,,,,,1 3.52 26
French - FREN 1001 G,14,7,1,,,,,,,3.59 22
French - FREN 1001 R,22,2,,,,,,,,3.92 24
French - FREN 1001 R2,13,1,,,,,,,,3.93 14
French - FREN 1002 B,21,,,,,,,,,3 4.00 24
French - FREN 1002 C,23,1,,,,,1,,,3.96 25
French - FREN 1002 E,23,1,,,,,,,,3.96 24
French - FREN 1002 F,22,1,,,,,2,,,3.96 25
French - FREN 1002 R,10,,,,,,,,,4.00 10
French - FREN 2001 C,12,3,,,,,1,,,3.80 16
French - FREN 2001 D,12,1,,,,,,,,1 3.92 14
French - FREN 2001 E,20,2,1,,,,,,,2 3.83 25
French - FREN 2001 H,2,4,,,,,,,,3.33 6
French - FREN 2001 R,3,,,,,,,,,4.00 3
French - FREN 2002 B,2,3,1,,,,,,,3.17 6
French - FREN 2002 C,7,1,,,,,1,,,3.88 9
French - FREN 3001 D,15,,,,,,,,,4 4.00 19
French - FREN 3002 E,9,2,,,,,,,,3.82 11
French - FREN 3014 R,6,,,,,,,,,4.00 6
French - FREN 3062 F,17,1,,,,,1,,,3.94 19
French - FREN 3813 I,12,,,,,,,,,4.00 12
French - FREN 4200 E,3,3,,,,,,,,1 3.50 7
French - FREN 4242 F,8,3,,,,,,,,3.73 11
French - FREN 4500 A,1,,,,,,,,,4.00 1
French - FREN 4500 I,,1,,,,,,,,3.00 1
Georgia Tech - GT 1000 B01,16,3,,1,,,,,,3.70 20
Georgia Tech - GT 1000 B03,20,,,,,,,,,4.00 20
Georgia Tech - GT 1000 B04,15,,,,,,,,,1 4.00 16
Georgia Tech - GT 1000 B05,19,,,,,,,,,4.00 19
Georgia Tech - GT 1000 B06,17,1,,,,,,,,3.94 18
Georgia Tech - GT 1000 B07,16,1,,,,,,,,2 3.94 19
Georgia Tech - GT 1000 B08,19,1,,,,,,,,3.95 20
Georgia Tech - GT 1000 B09,17,,,,,,,,,1 4.00 18
Georgia Tech - GT 1000 B10,15,,,,,,,,,4.00 15
Georgia Tech - GT 1000 B11,15,2,,,,,,,,3.88 17
Georgia Tech - GT 1000 B12,17,2,,,,,,,,3.89 19
Georgia Tech - GT 1000 B14,14,,,,,,,,,1 4.00 15
Georgia Tech - GT 1000 B15,16,2,,,,,,,,1 3.89 19
Georgia Tech - GT 1000 B17,17,,1,,,,,,,3.89 18
Georgia Tech - GT 1000 B19,16,,,,,,,,,4.00 16
Georgia Tech - GT 1000 B20,11,1,,,1,,,,,3.62 13
Georgia Tech - GT 1000 B22,11,6,,,,,,,,2 3.65 19
Georgia Tech - GT 1000 B39,14,,,,1,,,,,3.73 15
Georgia Tech - GT 1000 BIO,23,1,,,,,,,,3.96 24
Georgia Tech - GT 1000 C2D,25,2,,,,,,,,3.93 27
Georgia Tech - GT 1000 C01,17,,,,1,,,,,1 3.78 19
Georgia Tech - GT 1000 C02,15,,,,1,,,,,3.75 16
Georgia Tech - GT 1000 C03,12,,,,,,,,,4.00 12
Georgia Tech - GT 1000 C04,15,1,,,,,,,,3.94 16
Georgia Tech - GT 1000 C05,12,,,,,,,,,4.00 12
Georgia Tech - GT 1000 C07,15,1,,,,,,,,3.94 16
Georgia Tech - GT 1000 C09,10,3,,,,,,,,3.77 13
Georgia Tech - GT 1000 C09,1A0,B3,C,D,F,I,S,U,V,W A3v.e7r7. To1ta3
Georgia Tech - GT 1000 C13,15,,2,,,,,,,3.76 17
Georgia Tech - GT 1000 C15,11,4,,,,,,,,3.73 15
Georgia Tech - GT 1000 C18,11,1,,,,,,,,3.92 12
Georgia Tech - GT 1000 C19,16,3,,,,,,,,3.84 19
Georgia Tech - GT 1000 C21,20,,,,,,,,,4.00 20
Georgia Tech - GT 1000 C22,14,,,,,,,,,4.00 14
Georgia Tech - GT 1000 C24,19,,,,,,,,,4.00 19
Georgia Tech - GT 1000 CBE,37,3,,,,,,,,3.93 40
Georgia Tech - GT 1000 CEE,24,,,,,,,,,4.00 24
Georgia Tech - GT 1000 CH1,13,2,,1,,,,,,3.69 16
Georgia Tech - GT 1000 CH2,15,,1,,,,,,,3.88 16
Georgia Tech - GT 1000 D01,18,,,,1,,,,,3.79 19
Georgia Tech - GT 1000 D02,18,,,,,,,,,1 4.00 19
Georgia Tech - GT 1000 D04,11,1,,,,,,,,1 3.92 13
Georgia Tech - GT 1000 D11,13,,,,,,,,,4.00 13
Georgia Tech - GT 1000 D12,9,,,,,,,,,4.00 9
Georgia Tech - GT 1000 D14,13,,1,,,,,,,1 3.86 15
Georgia Tech - GT 1000 D19,10,,,,,,,,,4.00 10
Georgia Tech - GT 1000 D21,11,2,,,,,,,,3.85 13
Georgia Tech - GT 1000 D26,10,,,,,,,,,4.00 10
Georgia Tech - GT 1000 D29,12,1,,,,,,,,1 3.92 14
Georgia Tech - GT 1000 D34,7,,,,,,,,,4.00 7
Georgia Tech - GT 1000 E04,13,2,2,,,,,,,3.65 17
Georgia Tech - GT 1000 E05,17,1,,,,,,,,3.94 18
Georgia Tech - GT 1000 E06,11,1,,,,,,,,3.92 12
Georgia Tech - GT 1000 E15,10,1,,,,,,,,3.91 11
Georgia Tech - GT 1000 E16,13,,,,,,,,,4.00 13
Georgia Tech - GT 1000 E17,5,,,,,,,,,4.00 5
Georgia Tech - GT 1000 E21,18,,,,,,,,,4.00 18
Georgia Tech - GT 1000 E23,10,2,1,,,,,,,3.69 13
Georgia Tech - GT 1000 E25,11,,,,,,,,,1 4.00 12
Georgia Tech - GT 1000 E26,11,,,,,,,,,4.00 11
Georgia Tech - GT 1000 EAS,13,,,,,,,,,4.00 13
Georgia Tech - GT 1000 EC1,29,1,,,,,,,,3.97 30
Georgia Tech - GT 1000 EC2,39,1,,,,,,,,3.98 40
Georgia Tech - GT 1000 F05,16,,,,,,,,,4.00 16
Georgia Tech - GT 1000 F16,9,,,,,,,,,1 4.00 10
Georgia Tech - GT 1000 F32,17,1,,,,,,,,1 3.94 19
Georgia Tech - GT 1000 FEM,13,,,,,,,,,1 4.00 14
Georgia Tech - GT 1000 GC1,13,,,,,,,,,4.00 13
Georgia Tech - GT 1000 HP1,22,,,,,,,,,4.00 22
Georgia Tech - GT 1000 HP2,14,,,,,,,,,1 4.00 15
Georgia Tech - GT 1000 HP3,21,,,,,,,,,4.00 21
Georgia Tech - GT 1000 IA1,23,1,1,,,,,,,3.88 25
Georgia Tech - GT 1000 IA2,20,4,,,,,,,,3.83 24
Georgia Tech - GT 1000 IA3,5,,,,,,,,,4.00 5
Georgia Tech - GT 1000 ID,24,,,,,,,,,1 4.00 25
Georgia Tech - GT 1000 IE1,32,,,,,,,,,1 4.00 33
Georgia Tech - GT 1000 IE2,31,3,,,,,,,,3.91 34
Georgia Tech - GT 1000 INT,15,2,,,,,,,,3.88 17
Georgia Tech - GT 1000 IP,19,2,1,,,,,,,2 3.82 24
Georgia Tech - GT 1000 MAT,11,,1,,,,,,,3.83 12
Georgia Tech - GT 1000 MG1,33,1,,,,,,,,3.97 34
Georgia Tech - GT 1000 MG2,29,1,,,,,,,,1 3.97 31
Georgia Tech - GT 1000 MG3,25,2,1,,,,,,,3.86 28
Georgia Tech - GT 1000 MG4,25,5,2,,,,,,,3.72 32
Georgia Tech - GT 1000 MG5,29,3,,,,,,,,3.91 32
Georgia Tech - GT 1000 MS2,24,,,,,,,,,4.00 24
Georgia Tech - GT 1000 MS2,A,B,C,D,F,I,S,U,V,W Aver. Tota
Georgia Tech - GT 1000 MSE,8,,,,,,,,,4.00 8
Georgia Tech - GT 1000 NRE,13,1,,,,,,,,3.93 14
Georgia Tech - GT 1000 OIE,21,,1,,1,,,,,2 3.74 25
Georgia Tech - GT 1000 PH1,21,,1,,,,,,,1 3.91 23
Georgia Tech - GT 1000 PH2,23,,,,,,,,,4.00 23
Georgia Tech - GT 1000 PHY,17,2,,,1,,,,,3.70 20
Georgia Tech - GT 1000 PL1,19,,,,,,,,,4.00 19
Georgia Tech - GT 1000 PS2,42,,,,,,,,,4.00 42
Georgia Tech - GT 1000 PSY,2,,,,,,,,,4.00 2
Georgia Tech - GT 1000 RAD,10,,,,,,,,,4.00 10
Georgia Tech - GT 1000 SMT,37,1,,,,,,,,3.97 38
Georgia Tech - GT 1000 SOA,16,,,,,,,,,4.00 16
Georgia Tech - GT 1000 ST1,22,,,,,,,,,1 4.00 23
Georgia Tech - GT 1000 URI,24,,,,,,,,,1 4.00 25
Georgia Tech - GT 1000 WIE,19,4,,,,,,,,3.83 23
Georgia Tech - GT 1900 A,,,,,,,,,1,1
Georgia Tech - GT 2100 A,,,,,,,19,1,,1 21
Georgia Tech - GT 2100 A1,,,,,,,18,2,,2 22
Georgia Tech - GT 2100 A2,,,,,,,20,,,2 22
Georgia Tech - GT 2100 A3,,,,,,,13,,,13
Georgia Tech - GT 2100 B,,,,,,,15,1,,16
Georgia Tech - GT 2201 A,57,,,,,,,,,1 4.00 58
Georgia Tech - GT 2500 ATL,,,,,,,,,7,7
Georgia Tech - GT 2500 CS,,,,,,,,,3,3
Georgia Tech - GT 2500 GEN,,,,,,,,,4,4
Georgia Tech - GT 2500 IH,,,,,,,,,7,7
Georgia Tech - GT 2500 SS,,,,,,,,,5,5
Georgia Tech - GT 2500 SU,,,,,,,,,9,9
Georgia Tech - GT 2500 WST,,,,,,,,,4,4
Georgia Tech - GT 2813 TR1,21,1,,,,,,,,1 3.95 23
Georgia Tech - GT 2813 TR2,23,,,,,,,,,4.00 23
Georgia Tech - GT 2813 TR3,22,,,,1,,,,,1 3.83 24
Georgia Tech - GT 4500 ATL,,,,,,,,,9,9
Georgia Tech - GT 4500 CS,,,,,,,,,,2 2
Georgia Tech - GT 4500 GEN,,,,,,,,,9,9
Georgia Tech - GT 4500 IH,,,,,,,,,30,30
Georgia Tech - GT 4500 SS,,,,,,,,,1,1
Georgia Tech - GT 4500 SU,,,,,,,,,6,6
Georgia Tech - GT 4500 WST,,,,,,,,,7,7
Georgia Tech - GT 4823 A,11,2,2,1,,,,,,3.44 16
German - GRMN 1001 C,17,2,1,,,,,,1,2 3.80 23
German - GRMN 1001 D,15,4,2,,,,,,,1 3.62 22
German - GRMN 1001 E,15,4,2,,,,2,,,1 3.62 24
German - GRMN 1001 F,10,5,1,,,,1,,,2 3.56 19
German - GRMN 1001 G,12,8,1,,1,,,,,1 3.36 23
German - GRMN 1001 H,11,4,3,,,,,,,2 3.44 20
German - GRMN 1002 B,2,2,3,,,,,,,1 2.86 8
German - GRMN 1002 C,5,5,1,,,,3,,,3 3.36 17
German - GRMN 1002 D,2,5,,,,,,,1,3.29 8
German - GRMN 1002 E,12,5,2,,,,2,,,1 3.53 22
German - GRMN 1002 F,9,6,,,1,,1,,,3 3.38 20
German - GRMN 2001 B,12,7,1,,,,2,,1,1 3.55 24
German - GRMN 2001 F,14,4,3,,,,1,,,3 3.52 25
German - GRMN 2002 E,3,5,,,,,,,,3.38 8
German - GRMN 2002 G,5,2,,,,,,,1,3.71 8
German - GRMN 3011 E,11,7,1,,,,,,,3.53 19
German - GRMN 4065 F,11,1,,,,,,,,3.92 12
German - GRMN 4126 I,4,4,,,,,1,,,3.50 9
German - GRMN 4126 I,A,B,C,D,F,I,S,U,V,W Aver. Tota
German - GRMN 4500 A,1,,,,,,,,,4.00 1
German - GRMN 4695 I,1,,,,,,,,,4.00 1
Health Systems - HS 6000 A,3,2,1,,,,,,,3.33 6
History - HIST 2111 A,45,64,36,4,2,,,,,12 2.97 163
History - HIST 2112 A,81,73,15,5,1,,,,,5 3.30 180
History - HIST 2112 B,131,44,10,1,,,,,,2 3.64 188
"History, Technology & Society - HTS 2001 A",23,5,2,,1,,,,,3.58 31
"History, Technology & Society - HTS 2013 A",13,9,,,2,,1,,,1 3.29 26
"History, Technology & Society - HTS 2015 A",73,14,1,,,,3,,1,4 3.82 96
"History, Technology & Society - HTS 2036 A",7,19,5,1,,,5,,,1 3.00 38
"History, Technology & Society - HTS 2037 A",31,4,2,,1,,1,,,1 3.68 40
"History, Technology & Society - HTS 2061 A",10,19,6,,,,4,,,3.11 39
"History, Technology & Society - HTS 2080 A",44,27,7,,,,8,,,3 3.47 89
"History, Technology & Society - HTS 2084 R",19,8,,,,,,,,3.70 27
"History, Technology & Society - HTS 2100 A",31,4,1,,,,5,,,3.83 41
"History, Technology & Society - HTS 2100 R",43,,,,,,,,,4.00 43
"History, Technology & Society - HTS 2101 A",8,4,2,,1,,,,,1 3.20 16
"History, Technology & Society - HTS 2803 A",9,3,,1,,,,,,3.54 13
"History, Technology & Society - HTS 3006 A",13,4,,,,,,,,3.76 17
"History, Technology & Society - HTS 3018 A",23,11,1,,,,,,,3.63 35
"History, Technology & Society - HTS 3021 A",4,12,,1,,,,,,3.12 17
"History, Technology & Society - HTS 3026 A",2,9,2,2,,,,,,2 2.73 17
"History, Technology & Society - HTS 3027 A",8,5,,,,,,,,1 3.62 14
"History, Technology & Society - HTS 3036 A",9,8,7,,,,,,,3.08 24
"History, Technology & Society - HTS 3051 A",23,5,3,2,1,,1,,,3 3.38 38
"History, Technology & Society - HTS 3071 A",12,15,4,2,2,,,,,1 2.94 36
"History, Technology & Society - HTS 3072 A",10,6,,1,,,2,,,1 3.47 20
"History, Technology & Society - HTS 3073 A",21,6,1,,,,3,,,2 3.71 33
"History, Technology & Society - HTS 3075 A",16,7,,1,,,1,,,3.58 25
"History, Technology & Society - HTS 3082 A",8,2,3,,,,,1,,3 3.38 17
"History, Technology & Society - HTS 3803 C",,,,,,,1,,,1
"History, Technology & Society - HTS 3813 B",,,,,,,11,,,11
"History, Technology & Society - HTS 3823 C",,,,,,,1,,,1
"History, Technology & Society - HTS 4001 A",3,5,3,,,,,,,1 3.00 12
"History, Technology & Society - HTS 4061 A",2,,,,,,,,,4.00 2
"History, Technology & Society - HTS 4699 JS",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 4699 L.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 4925 .",,1,,,,,,,,3.00 1
"History, Technology & Society - HTS 4990 A",,,,,,,4,,,4
"History, Technology & Society - HTS 6103 A",2,,,,,,,,,4.00 2
"History, Technology & Society - HTS 6114 A",3,1,,,,,,,,3.75 4
"History, Technology & Society - HTS 6124 A",8,,,,,,,,,1 4.00 9
"History, Technology & Society - HTS 6743 A",13,,,,,,,,,4.00 13
"History, Technology & Society - HTS 7001 A",6,,,,,,,,,4.00 6
"History, Technology & Society - HTS 8901 K.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8901 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8902 JS",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8902 S.",1,,,,1,,,,,2.00 2
"History, Technology & Society - HTS 8903 JK",,1,,,,,,,,3.00 1
"History, Technology & Society - HTS 8903 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8905 B.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8997 A",,,,,,,,,9,9
"History, Technology & Society - HTS 8998 A",,,,,,,,,3,3
"History, Technology & Society - HTS 9000 V.",,,,,,,20,,,20
Industrial & Systems Engr - ISYE 2027 A,5,15,16,,7,,,,,14 2.26 57
